product_id,name_product
ETWS211,TAS EXSPORT CARRY ON POUCH 2 
ETWS547,TAS EXSPORT BASIC CUBICAL SLING POUCH 
ETWS596,TAS EXSPORT EVERYDAY LAPTOP COMPARTMENT BAG 14 INCH 
ETWS093,TAS EXSPORT HUSTLER LAPTOP SLING BAG 
ETWS349,TAS RANSEL EXSPORT JUMPER RUCKSACK 
ETWS694,TAS EXSPORT JUNIOR PLUS BACKPACK 
ETWS558,TAS EXSPORT JUNIOR TWO TONE BACKPACK 
ETWS001,TAS EXSPORT DAILY CASUAL TOTEPACK 
ETWS082,TAS EXSPORT GO GO PENCIL CASE 
ETWS913,TAS EXSPORT LOWKEY CARD POUCH 
ETWS272,TAS EXSPORT SCHOLAR BACKPACK L L 
ETWS674,TAS EXSPORT ROUND COIN POUCH 
ETWS908,TAS EXSPORT ROLLING DOWN LUNCH BAG 
ETWS669,TAS EXSPORT HANDY MULTIPURPOSE POUCH 
ETWS128,TAS EXSPORT GET ON IT TOTE BAG 
ETWS133,TAS SELEMPANG EXSPORT BASIC HALF MOON SLING BAG 
ETWS044,TAS EXSPORT ESSENTIAL LAPTOP SLEEVE 15 
ETWS860,TAS EXSPORT ESSENTIAL LAPTOP SLEEVE 14 
ETWS446,TAS EXSPORT DAILY HUSTLE TOTEPACK 
ETWS313,TAS RANSEL EXSPORT EASY GOING MINI BACKPACK
ETWS116,TAS JINJING DAILY TRAINING DUFFLE BAG 
ETWS114,TAS SELEMPANG DAILY TRAINING SLING BAG 
ETWS403,EXSPORT RAIN COVER 
ETWS162,TAS RANSEL EXSPORT DAY TO DAY MINI RUCKSACK 
ETWS106,SLING BAG EXSPORT HAPPY GO SLING BAG  
ETWS617,TAS JINJING EXSPORT KUMARA TOTE BAG 
ETWS674,TAS SELEMPANG EXSPORT GO ON VACATION SLING BAG 
ETWS933,TAS KOTORAN EXSPORT X PATEM DOG POO BAG 
ETWS385,TAS JINJING EXSPORT X PATEM DOG TOTE BAG 
ETWS232,POUCH EXSPORT HANDLE MULTIPURPOSE POUCH 
ETWS059,EVERYDAY LANYARD 
ETWS156,TAS JINJING DAILY JOURNEY LAPTOP TOTE BAG LIGHT BROWN 
ETWS974,TAS JINJING DAILY JOURNEY LAPTOP TOTE BAG DARK BLUE 
ETWS270,TAS JINJING DAILY JOURNEY LAPTOP TOTE BAG BLACK 
ETWS288,TAS SELEMPANG EVERYDAY LAPTOP SLING BAG LIGHT BLUE 
ETWS903,TAS SELEMPANG EVERYDAY LAPTOP SLING BAG DARK BLUE 
ETWS886,TAS SELEMPANG EVERYDAY LAPTOP SLING BAG BLACK 
ETWS988,TAS SELEMPANG JUMPER MINI SLING BAG 
ETWS498,TAS KAMERA EXSPORT ALL DAY CAMERA POUCH 
ETWS867,TAS JINJING MULTIFUNGSI EXSPORT DAILY CASUAL TOTEPACK 
ETWS255,TAS JINJING CITY ESSENTIALS DUFFLE BAG 
ETWS275,TAS RANSEL EXSPORT SCHOLAR BACKPACK L L 
ETWS032,TAS JINJING EXSPORT CITY ESSENTIALS DUFFLE BAG 
ETWS870,TAS KECIL EXSPORT SQUARE COIN POUCH 
ETWS605,TAS SELEMPANG EXSPORT GO ACTIVE MINI SLING BAG 
ETWS408,TAS EXSPORT EVERYDAY MULTIPURPOSE POUCH 2 
ETWS794,EXSPORT GO ACTIVE SLING BAG 
ETWS033,EXSPORT FAST TRACK TWO WAY CARRY 
ETWS162,EXSPORT DAILY CASUAL TOTEPACK 
ETWS526,EXSPORT JUMPER SLING BAG 
ETWS260,EXSPORT SCHOLAR BACKPACK IL 
ETWS695,EXSPORT CITY HUSTLER LAPTOP BACKPACK 
ETWS397,EXSPORT JUMPER RUCKSACK 
ETWS108,EXSPORT GET ON IT TOTE BAG 
ETWS697,EXSPORT MULTIPURPOSE PARTITION BAG 
ETWS858,EXSPORT DAY TO DAY MINI RUCKSACK 
ETWS575,EXSPORT CLASSIC RR01 1979 MINI BACKPACK 
ETWS205,TAS JINJING MULTIFUNGSI EXSPORT DAILY CASUAL LAPTOP TOTEPACK 
ETWS780,TAS EXSPORT JUMPER RUCKSACK 
ETWS991,EXSPORT EVERYDAY LAPTOP COMPARTMENT BAG 2 
ETWS224,EXSPORT TAKE A TRIP DUFFLE BAG 
ETWS221,EXSPORT SCHOLAR LAPTOP BACKPACK 
ETWS260,EXSPORT DAILY CASUAL LAPTOP TOTEPACK 
ETWS117,EXSPORT EVERYDAY MULTIPURPOSE POUCH 2 
ETWS701,TAS EXSPORT CLASSIC RR01 1979 BACKPACK 
ETWS038,EXSPORT GO AROUND TOTE BAG 
ETWS667,EXSPORT CHIMO TWO WAY CARRY LAPTOP BACKPACK 
ETWS916,EXSPORT MICROTWO WAY CARRY 
ETWS477,EXSPORT SCHOLAR LAPTOP BACKPACK | 
ETWS089,EXSPORT TAKE A TRIP DUFFLE BAG | 
ETWS229,TAS TAKE A TRIP DUFFLE L 
ETWS187,EXSPORT WEEKENDER RUCKSACK 
ETWS661,EXSPORT MINGLE MINI SLING BAG 
ETWS412,EXSPORT BASIC TWO WAY CARRY 
ETWS554,TAS RANSE LEXSPORT CITY HUSTLER LAPTOP BACKPACK 
ETWS500,TAS EXSPORT KUMARA MINI SLING BAG 
ETWS526,TAS EXSPORT UNTUK PEMBELIAN BULK ORDER
ETWS728,TAS EXSPORT JUNIOR BACKPACK 
ETWS868,TAS EXSPORT PENNY COIN POUCH 
ETWS401,TAS SELEMPANG EXSPORT GO ACTIVE SLING BAG 
ETWS655,TAS MINI EXSPORT MICRO TWO WAY CARRY 
ETWS503,TAS EXSPORT OUTGOING BACKPACK 
ETWS672,TAS RANSEL EXSPORT OUTGOING BACKPACK 
ETWS081,TAS EXSPORT STARTER TENNIS TOTE BAG 
ETWS938,TAS DAILY TRAINING FOLDABLE PACK 
ETWS750,TAS SEPATU DAILY TRAINING SHOES BAG 
ETWS203,BIRTHDAY/ CONGRATULATIONS GIFT CARD EXSPORT
ETWS861,TAS RANSEL EXSPORT CLASSIC RR01 1979 BACKPACK 
ETWS306,TAS SELEMPANG EXSPORT REROUND MINI SLING BAG 
ETWS620,TAS RANSEL EXSPORT GO ON VACATION BACKPACK 
ETWS438,TAS JINJING EXSPORT GO ON VACATION DUFFLE 
ETWS171,HARNES EXSPORT X PATEM DOG HARNESS 
ETWS818,TALI ANJING X PATEM DOG LEASH 
ETWS472,RAIN COVER 
ETWS093,TAS RANSEL CLASSIC RR01 1979 MINI BACKPACK 
ETWS801,TAS JINJING DAILY JOURNEY LAPTOP TOTE BAG 
ETWS448,TAS SELEMPANG EVERYDAY LAPTOP SLING BAG LIGHT PURPLE 
ETWS048,TAS RANSEL CLASSIC RR01 1979 BACKPACK CANVAS LIGHT BLUE 
ETWS402,TAS SELEMPANG EXSPORT X YUPI BURGER SLING BAG 
ETWS121,TAS EXSPORT DAY TO DAY MINI RUCKSACK 
ETWS776,EXSPORT JUMPER MINI SLING BAG 
ETWS732,TAS SELEMPANG WANITA EXSPORT CARRY ON SLING BAG 
ETWS262,TAS SELEMPANG WANITA EXSPORT GO AROUND WAIST BAG 
ETWS792,TAS JINJING EXSPORT GO AROUND TOTE BAG 
ETWS262,TAS JINJING EXSPORT TAKE A TRIP DUFFLE 
ETWS847,TAS JINJING EXSPORT DAILY LAPTOP TOTE BAG 
ETWS834,TAS RANSEL EXSPORT ALL DAY 102 LAPTOP BACKPACK 
ETWS309,SLING BAG EXSPORT MINGLE MINI SLING BAG 
ETWS575,TAS SLING BAG EXSPORT MINGLE MINI SLING BAG 
ETWS818,TAS JINJING EXSPORT GO
ETWS896,TAS KECIL EXSPORT SLIM POUCH 
ETWS402,TAS KECIL EXSPORT POUCH 
ETWS412,TAS KECIL  EXSPORT POUCH 
ETWS756,TAS RANSEL EXSPORT STROLLING AROUND BACKPACK 
ETWS991,BUKU JURNAL EXSPORT RELOVE JOURNALING BOOK 
ETWS085,TAS JINJING EXSPORT RELOVE FOLDABLE TOTE BAG 
ETWS477,TAS JINJING EXSPORT  RELOVE FOLDABLE TOTE BAG 
ETWS289,TAS KECIL EXSPORT CARRY
ETWS912,TAS RANSEL EXSPORT KUMARA BACKPACK 
ETWS214,TAS RANSEL EXSPORT KUMARA BACKPACK LIGHT BROWN 
ETWS742,EXSPORT X PHANTASIEN TOTE BAG
ETWS317,EXSPORT TAKE A TRIP DUFFLE BAG THREE TONE 
ETWS429,EXSPORT BASIC CRUNCH HANDBAG 
ETWS230,EXSPORT CLASSIC RR01 1979 BACKPACK V2 
ETWS137,EXSPORT HANDHELD LAPTOP TOTE BAG 
ETWS672,EXSPORT ACADEMIA BACKPACK 
ETWS437,EXSPORT X PHANTASIEN SHELTER TENDA
ETWS150,EXSPORT EVERYDAY RUCKSACK 
ETWS618,EXSPORT CRAFTER SERIES A 
ETWS011,EXSPORT DRIZZLE BACKPACK 
ETWS246,EXSPORT EVERYDAY MULTIPURPOSE POUCH 
ETWS653,EXSPORT JUNIOR PLUS BACKPACK 
ETWS537,EXSPORT JUNIOR TWO TONE BACKPACK 
ETWS039,EXSPORT DISCOVER SLING BAG 
ETWS452,EXSPORT HUSTLER LAPTOP SLING BAG 
ETWS358,EXSPORT HUSTLER LAPTOP SLING BAG  
ETWS613,JEROME 01 LAPTOP BACKPACK 
ETWS941,EXSPORT CONCERT REROUND SLING BAG 
ETWS428,EXSPORT BRITTLE MINI SLING BAG 
ETWS840,EXSPORT EVERYDAY LAPTOP SLEEVE 13 
ETWS992,EXSPORT CARRY ALL MINI SLING BAG 
ETWS098,EXSPORT CONCERT KUMARA SLING BAG 
ETWS362,EXSPORT CONCERT EASY GOING SLING BAG 
ETWS579,TAS EXSPORT TAKE A TRIP DUFFLE 
ETWS870,"TAS EXSPORT BECCA CITYPACK MEDIUM, BLACK"
ETWS077,EXSPORT MOCHILA MINI SLING BAG 
ETWS526,EXSPORT CARRY
ETWS653,EXSPORT EASY GOING SLING BAG 
ETWS431,EXSPORT EXPAND POUCH SET 
ETWS029,EXSPORT EVERYDAY IPAD SLEEVE 
ETWS065,EXSPORT BLOSSOM EVERYDAY MULTIPURPOSE POUCH 
ETWS413,EXSPORT BLOSSOM CITY STROLLING SLING BAG 
ETWS215,EXSPORT BLOSSOM EVERYDAY LAPTOP COMPARTMENT BAG 14 INCH 
ETWS389,EXSPORT BLOSSOM CLASSIC RR01 1979 BACKPACK 
ETWS211,EXSPORT SCHOLAR BACKPACK CANVAS 
ETWS922,EXSPORT JEROME 01 LAPTOP BACKPACK 
ETWS602,EVERYDAY LAPTOP SLEEVE 14 INCH 
ETWS058,EXSPORT EVERYDAY LAPTOP SLEEVE 14 
ETWS132,EXSPORT EVERYDAY LAPTOP TOTE BAG 
ETWS560,EXSPORT ESSENTIAL SLING BAG 
ETWS230,EXSPORT KUMARA MINI BACKPACK 
ETWS581,EXSPORT PICNIC TOTE BAG 
ETWS035,EXSPORT EVERYDAY INSULATED LUNCH BAG 
ETWS620,EXSPORT GO
ETWS607,EXSPORT EVERYDAY LAPTOP SLEEVE 13 INCH 
ETWS347,EXSPORT EVERYDAY LAPTOP SLEEVE 14 INCH 
ETWS752,EXSPORT CARRY ON SLING BAG 
ETWS048,EXSPORT X PHANTASIEN BACKPACK
ETWS297,EXSPORT TECH SLIM LAPTOP BACKPACK 
ETWS542,EXSPORT HANDHELD POUCH 
ETWS921,TAS EVERYDAY LAPTOP SLEEVE 14
ETWS669,TAS CARRY ON POUCH 
ETWS491,EXSPORT EVERYDAY LAPTOP SLEEVE 13
ETWS685,EXSPORT PICNIC INSULATED MEAL BAG 
ETWS813,TAS EXSPORT GO
ETWS456,EXSPORT X YUPI BABY BEAR HANDPHONE SLING BAG 
ETWS834,"SEGIA 2 WAY, BLU, L"
ETWS956,EXSPORT X YUPI MONO AIRPODS POUCH 
ETWS729,EXSPORT EVERYDAY IPAD COMPARTMENT POUCH 
ETWS622,"DOTTY PENCASE, LIM, NOS"
ETWS522,EXSPORT DAY TO DAY MINI RUCKSACK
ETWS002,TAS EXSPORT CALVINO GREEN
ETWS365,EXSPORT REROUND MINI SLING BAG 
ETWS731,TAS EXSPORT GO GETTER RUCKSACK TWO TONE 
ETWS461,EXSPORT COMPANION POUCH 
ETWS621,TAS EXSPORT ELVIRA MEDIUM 
ETWS970,TAS STECY TYREAL 
ETWS968,EXSPORT MONO AIRPODS POUCH 
ETWS907,EXSPORT MOCHILA POLY SLING BAG 
ETWS459,EXSPORT TAKE A TRIP DUFFLE 
ETWS154,EXSPORT ALL DAY LAPTOP BACKPACK 
ETWS371,EXSPORT SUNNY HANGING POUCH 
ETWS283,"LUCKY PATCH SET, NOC, NOS"
ETWS739,CINEMA PATCH SET EXSPORT
ETWS108,SUMMER PATCH SET EXSPORT
ETWS877,EXSPORT MONO COSMETIC POUCH 
ETWS604,TAS EXSPORT GO AROUND WAIST BAG 
ETWS382,EXSPORT SALLY MINI BACKPACK 
ETWS781,TAS EXSPORT SALLY MINI BACKPACK 
ETWS406,TAS EXSPORT AVERY SIMONY 
ETWS487,TAS EXSPORT CITY STROLLING SLING BAG CANVAS 
ETWS026,EXSPORT RUFFLE POUCH 
ETWS055,TAS EXSPORT ANGEL 
ETWS589,TAS EXSPORT ELVIRA MEDIUM TOTE BAG 
ETWS621,TAS EXSPORT VELA BACKPACK 
ETWS308,TAS EXSPORT VIENNA JOUR BACKPACK 
ETWS071,TAS EXSPORT SOUL CACE SHOULDER BAG 
ETWS825,TAS EXSPORT SINCLAIR BACKPACK 
ETWS526,TAS EXSPORT RUBYN MONO BACKPACK 
ETWS273,TAS EXSPORT RELIFE BACKPACK
ETWS765,TAS LAPTOP EXSPORT NIRMALA SIGHT 
ETWS071,TAS EXSPORT TWO WAY CARRY JOVANKA SIGHT NAVY 
ETWS844,TAS FIERNE AWAY WAISTBAG 
ETWS911,TAS SELEMPANG ELSKE VELDMAN 
ETWS064,EXSPORT ROSALIE SIGHT TOTE BAG 
ETWS329,EXSPORT SARAH BACKPACK 
ETWS514,EXSPORT STELLA BACKPACK 
ETWS175,EXSPORT TAKE A TRIP FOLDABLE BACKPACK 
ETWS960,TAS EXSPORT TAKE A TRIP DUFFLE BAG | 
ETWS836,EXSPORT X YUPI STRAWBERRY KISS BACKPACK 
ETWS962,TAS ROUQUIN LAPTOP SLING BAG 
ETWS117,TAS CARRY
ETWS341,EXSPORT SCHOLAR RUCKSACK 
ETWS208,EXSPORT CLASSIC RR01 SQUARE PRINTING 
ETWS716,EXSPORT KUMARA MINI SLING BAG 
ETWS986,TAS EXSPORT EMILIA BACKPACK 
ETWS352,EXSPORT FLOW AND GO TOTE BAG 
ETWS403,EXSPORT LIME TRIP MINI DAYPACK 
ETWS610,EXSPORT LIME TRIP MINI SLING BAG 
ETWS841,EXSPORT LIME TRIP MINI RUCKSACK 
ETWS232,EXSPORT PICNIC MAT 
ETWS641,EXSPORT PICNIC EYEWEAR POUCH 
ETWS985,EXSPORT CITY STROLLING SLING BAG 
ETWS275,"TAS EXSPORT BIMBA TOTE SUNDAY FOLKS A, "
ETWS081,TAS EXSPORT SEGIA WAIST BAG 
ETWS268,TAS EXSPORT HOLLY HOOP REVERSIBLE TOTE 
ETWS115,TAS EXSPORT ELVIRA FRUITTI TOTE BAG 
ETWS186,TAS EXSPORT STECY TYREAL BACKPACK 
ETWS042,TAS EXSPORT STECY TROIS BACKPACK 
ETWS094,TAS EXSPORT SEGIA TOTE BAG 
ETWS257,TAS EXSPORT DELANOIR LITE RED TYPO 
ETWS038,TAS BACKPACK DELANOIR FRUITTI 
ETWS132,TAS EXSPORT DEBORAH FELICA 
ETWS246,TAS EXSPORT FINESSE MILDE BACKPACK 
ETWS231,EXSPORT TREECODE TROIS LAPTOP BACKPACK 
ETWS087,TAS EXSPORT GRACE OLYMPIA TOTE BAG 
ETWS961,TAS EXSPORT GRACE OLYMPIA TOTEBAG 
ETWS777,EXSPORT KUMARA BACKPACK 
ETWS849,EXSPORT BASIC SQUARE TOTE BAG L 
ETWS831,EXSPORT BASIC CIRCLE TOTE BAG 
ETWS002,TAS EXSPORT MAKENZIE 1.0 MINI BACKPACK 
ETWS350,TAS EXSPORT SEGIA 2 WAY CARRY 
ETWS968,TAS EXSPORT SEGIS TWO WAY CARRY 
ETWS678,TAS EXSPORT HANNAH OLYMPIA BACKPACK 
ETWS142,TAS EXSPORT RUBYN DOS BACKPACK 
ETWS504,TAS EXSPORT RUBY OLYMPIA WAIST BAG 
ETWS751,TAS SERUT EXSPORT MILA OLYMPIA DRAWSTRING BAG 
ETWS936,TAS SERUT EXSPORT MILA OLYMPIA DRAWSTING BAG 
ETWS651,TAS EXSPORT MOA ZARZA BACKPACK 
ETWS358,TAS EXSPORT MOA ZARZA 
ETWS532,TAS EXSPORT MAJESTIC LARGE 
ETWS196,TAS SELEMPANG EXSPORT MAJESTIC MEDIUM 
ETWS549,TAS SELEMPANG MAJESTIC MEDIUM 
ETWS342,TAS EXSPORT PERCY WAIST BAG 
ETWS265,TAS LAPTOP EXSPORT LADIEN BANA 
ETWS221,TAS EXSPORT BACKPACK TAURI 
ETWS556,TAS EXSPORT TAURY BACKPACK 
ETWS397,"TAS SELEMPANG EXSPORT DOLFIN ZARZA, "
ETWS224,TAS EXSPORT CALVINO 
ETWS316,TAS EXSPORT BITTY ZARZA WAIST BAG 
ETWS859,TAS EXSPORT BECCA CITYPACK 
ETWS247,TAS EXSPORT BECCA CITYPACK MEDIUM
ETWS236,TAS EXSPORT BECCA BACKPACK MEDIUM 1A 
ETWS402,TAS EXSPORT AUSTIN ZARZA BACKPACK 
ETWS165,TAS EXSPORT BACKPACK AUSTIN ZARZA 
ETWS600,TAS BACKPACK AMORA RED TYPO 
