order_id,reviewer_id,product_id,review_text,rating,review_date
ORDT4442761208,CSTMA6194,ETWS260C72,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.0,2024-09-16
ORDT4442761208,CSTMA6194,ETWS429354,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2024-08-03
ORDT4442761208,CSTMA6194,ETWS766811,"Modelnya trendi, saya suka!",2.5,2024-09-13
ORDT52BB3B41E9,CSTM1E852,ETWSCDA7C0,Tasnya sangat bagus dan kuat!,4.0,2025-02-20
ORDT165CE91358,CSTM194C5,ETWSE4F858,Tasnya sangat bagus dan kuat!,2.5,2025-01-01
ORDT51F7104E44,CSTMB011C,ETWSC58C37,Tasnya sangat bagus dan kuat!,4.5,2025-02-20
ORDT5BFF8480DE,CSTM5CD56,ETWSD13EF9,"Bahan berkualitas, jahitan rapi. Sangat puas!",5.0,2024-12-07
ORDT5BFF8480DE,CSTM5CD56,ETWS15E214,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2024-09-29
ORDT5BFF8480DE,CSTM5CD56,ETWS187C0A,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.0,2025-02-03
ORDTCE8A1B78FC,CSTMC063D,ETWS4C2B22,Tasnya sangat bagus dan kuat!,1.5,2025-02-20
ORDT82DA06EFDD,CSTM81813,ETWSBEE4A4,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.0,2024-12-30
ORDT52E12A7274,CSTME5624,ETWS7A5058,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2024-11-23
ORDT52E12A7274,CSTME5624,ETWSBEE4A4,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.5,2025-03-22
ORDT52E12A7274,CSTME5624,ETWSD13EF9,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.0,2025-02-13
ORDTD324BA7B64,CSTM3F87F,ETWSDB546C,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.5,2024-12-17
ORDTD324BA7B64,CSTM3F87F,ETWS69CD07,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.0,2025-03-29
ORDTD324BA7B64,CSTM3F87F,ETWSAAEB9B,Pengiriman cepat dan kemasannya rapi!,4.5,2024-12-13
ORDT8FD0B2B2B0,CSTM7E955,ETWSEAA76C,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.5,2024-12-23
ORDT1E03A36D07,CSTM52544,ETWS5378A5,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.0,2025-01-01
ORDT1E03A36D07,CSTM52544,ETWS11DABC,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.5,2025-03-14
ORDT1E03A36D07,CSTM52544,ETWS2F0E0E,"Warnanya cantik, persis seperti di foto.",3.5,2024-12-26
ORDT4F7AE75EA4,CSTMA251B,ETWSDCEBE2,"Ukuran sesuai deskripsi, bisa muat banyak barang.",1.0,2025-03-22
ORDT4F7AE75EA4,CSTMA251B,ETWS32F890,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.0,2025-04-01
ORDTE50E7B9ECB,CSTMDC43E,ETWSF34C60,"Warnanya cantik, persis seperti di foto.",2.5,2025-02-24
ORDTE50E7B9ECB,CSTMDC43E,ETWSAA8E74,Pengiriman cepat dan kemasannya rapi!,4.0,2024-02-15
ORDTE50E7B9ECB,CSTMDC43E,ETWSB30591,Tasnya sangat bagus dan kuat!,3.0,2024-06-01
ORDT4E339750CC,CSTM4A4EC,ETWS290A73,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.5,2024-09-18
ORDT4E339750CC,CSTM4A4EC,ETWSB2BFDA,"Lumayan, tapi kualitas tali kurang kuat.",2.0,2024-09-19
ORDT93A192619F,CSTM87319,ETWS3E9FF6,"Lumayan, tapi kualitas tali kurang kuat.",2.0,2025-02-28
ORDT8E38CE066B,CSTM2D764,ETWSDC2863,"Warnanya cantik, persis seperti di foto.",1.5,2025-03-07
ORDT8E38CE066B,CSTM2D764,ETWSAA367B,"Ukuran sesuai deskripsi, bisa muat banyak barang.",2.0,2025-02-16
ORDT8E38CE066B,CSTM2D764,ETWS3A15A5,Tasnya sangat bagus dan kuat!,1.5,2025-03-23
ORDTB98A28480E,CSTM0E56A,ETWSB2BFDA,"Modelnya trendi, saya suka!",3.5,2025-02-27
ORDTB98A28480E,CSTM0E56A,ETWSEB97AA,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.5,2025-02-06
ORDTB98A28480E,CSTM0E56A,ETWSF98833,"Harga sesuai dengan kualitas, tidak mengecewakan.",1.5,2025-03-21
ORDT8449B525F3,CSTMFF437,ETWSD65441,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2024-09-08
ORDT603CB339A4,CSTME57B3,ETWSCCC2AE,"Modelnya trendi, saya suka!",3.0,2024-12-17
ORDT603CB339A4,CSTME57B3,ETWS7691B6,"Modelnya trendi, saya suka!",5.0,2025-01-12
ORDTAFEA81118C,CSTMC8CC8,ETWS7B4509,"Warnanya cantik, persis seperti di foto.",2.5,2024-09-06
ORDTAFEA81118C,CSTMC8CC8,ETWSBB9309,"Modelnya trendi, saya suka!",4.0,2024-11-15
ORDTE4F9AE406F,CSTMA8D60,ETWS6B4905,Tasnya sangat bagus dan kuat!,4.0,2024-03-19
ORDTE4F9AE406F,CSTMA8D60,ETWSD7FC0C,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.0,2025-01-08
ORDT99E98FA728,CSTM83809,ETWSFF8087,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.5,2024-12-28
ORDT09D2C00695,CSTME1C42,ETWSEFFE8E,Tasnya sangat bagus dan kuat!,3.0,2024-06-13
ORDTF5E24B1F11,CSTMC6CDF,ETWSE4F858,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.5,2025-02-17
ORDTFC373A07CD,CSTMF9FD5,ETWSB99997,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2025-02-21
ORDTFC373A07CD,CSTMF9FD5,ETWS5913FA,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",5.0,2025-03-17
ORDT7C40753F52,CSTM6A94A,ETWSD5A198,"Warnanya cantik, persis seperti di foto.",2.0,2025-03-10
ORDT7C40753F52,CSTM6A94A,ETWSE145E1,"Warnanya cantik, persis seperti di foto.",3.0,2025-03-08
ORDT4D0A52B1EB,CSTM40A35,ETWSF1AB1E,"Modelnya trendi, saya suka!",4.0,2024-08-15
ORDT4D0A52B1EB,CSTM40A35,ETWS766811,"Modelnya trendi, saya suka!",4.5,2024-12-08
ORDT4D0A52B1EB,CSTM40A35,ETWS0B358B,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.0,2025-03-12
ORDT1E2A51B58A,CSTMEE7A5,ETWSAA367B,"Modelnya trendi, saya suka!",3.5,2025-03-15
ORDT1E2A51B58A,CSTMEE7A5,ETWSECA263,"Modelnya trendi, saya suka!",1.0,2025-02-20
ORDTAFC13941B8,CSTM4B458,ETWSFBC9AB,Tasnya sangat bagus dan kuat!,2.5,2024-12-12
ORDTAFC13941B8,CSTM4B458,ETWS20F48E,"Modelnya trendi, saya suka!",2.5,2024-10-04
ORDTAFC13941B8,CSTM4B458,ETWS71D5E1,"Ukuran sesuai deskripsi, bisa muat banyak barang.",1.5,2024-12-17
ORDTE6D8AB3967,CSTM9579B,ETWSC795D1,"Modelnya trendi, saya suka!",1.0,2024-07-07
ORDTE6D8AB3967,CSTM9579B,ETWS8E664D,"Ukuran sesuai deskripsi, bisa muat banyak barang.",3.0,2024-04-22
ORDT17079C4F8A,CSTM2A12B,ETWS806ABE,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.0,2025-03-27
ORDT17079C4F8A,CSTM2A12B,ETWS8E664D,"Modelnya trendi, saya suka!",1.5,2025-02-03
ORDT17079C4F8A,CSTM2A12B,ETWSA65653,Pengiriman cepat dan kemasannya rapi!,5.0,2025-01-03
ORDTC6CAF314B0,CSTMBE519,ETWS5A7C6A,Pengiriman cepat dan kemasannya rapi!,4.5,2024-09-15
ORDTC6CAF314B0,CSTMBE519,ETWS69678C,"Bahan berkualitas, jahitan rapi. Sangat puas!",1.5,2024-08-30
ORDTC6CAF314B0,CSTMBE519,ETWS0FE105,"Warnanya cantik, persis seperti di foto.",3.0,2024-09-20
ORDT952BDE80DE,CSTMBE1F7,ETWS9C7981,"Warnanya cantik, persis seperti di foto.",4.0,2024-07-09
ORDT952BDE80DE,CSTMBE1F7,ETWS7B72E4,Tasnya sangat bagus dan kuat!,2.0,2024-04-07
ORDTE36CD35CF8,CSTM00390,ETWS72F258,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.5,2025-01-27
ORDTE36CD35CF8,CSTM00390,ETWS5CEB66,Pengiriman cepat dan kemasannya rapi!,4.0,2024-11-17
ORDTE36CD35CF8,CSTM00390,ETWS4D61EB,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.5,2025-03-31
ORDTF8C3FB6805,CSTM85F34,ETWS2DE514,Pengiriman cepat dan kemasannya rapi!,4.5,2025-01-05
ORDTF8C3FB6805,CSTM85F34,ETWS0B358B,Pengiriman cepat dan kemasannya rapi!,5.0,2024-11-09
ORDT7E715873EB,CSTM34C97,ETWSA73D7C,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.0,2024-06-23
ORDT7E715873EB,CSTM34C97,ETWS9C7981,"Warnanya cantik, persis seperti di foto.",4.0,2024-10-31
ORDT7E715873EB,CSTM34C97,ETWS3E9FF6,"Warnanya cantik, persis seperti di foto.",2.0,2024-12-18
ORDT793330F8D4,CSTM3F202,ETWS3D13C6,Pengiriman cepat dan kemasannya rapi!,4.5,2025-03-20
ORDT5BC6E8C9E4,CSTM8ECCD,ETWS2F0E0E,"Warnanya cantik, persis seperti di foto.",5.0,2025-02-26
ORDT5BC6E8C9E4,CSTM8ECCD,ETWS639911,Tasnya sangat bagus dan kuat!,2.5,2024-12-13
ORDTBC0E617042,CSTMA0382,ETWS2B899E,Pengiriman cepat dan kemasannya rapi!,3.5,2024-10-19
ORDTBC0E617042,CSTMA0382,ETWSC5A05E,Tasnya sangat bagus dan kuat!,5.0,2024-11-23
ORDTF4D99D1997,CSTME327C,ETWS959BF3,"Warnanya cantik, persis seperti di foto.",5.0,2024-10-20
ORDT4975ED7AB9,CSTMF217E,ETWSDFB723,"Modelnya trendi, saya suka!",4.0,2025-02-09
ORDT1B2E22C1F9,CSTM6020A,ETWS4FFEE0,"Modelnya trendi, saya suka!",3.0,2025-01-30
ORDT1B2E22C1F9,CSTM6020A,ETWS67E29D,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.0,2024-08-18
ORDTADA65F2B72,CSTM09E55,ETWS880095,"Ukuran sesuai deskripsi, bisa muat banyak barang.",3.5,2025-03-04
ORDT7497B20CD3,CSTM0EF26,ETWSE768EF,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.5,2024-12-10
ORDT7497B20CD3,CSTM0EF26,ETWS2B899E,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.5,2024-11-04
ORDT24318A361F,CSTM4B260,ETWSAFD4E4,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2025-01-17
ORDT24318A361F,CSTM4B260,ETWSC2F190,Tasnya sangat bagus dan kuat!,2.5,2025-01-17
ORDT24318A361F,CSTM4B260,ETWSD12D7A,"Lumayan, tapi kualitas tali kurang kuat.",3.0,2025-01-24
ORDTE0EE04D71B,CSTMC8CC9,ETWS15E214,Pengiriman cepat dan kemasannya rapi!,4.0,2025-03-21
ORDTDE57ED83C9,CSTM5B2A2,ETWS9BBEE2,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.5,2024-12-30
ORDTDE57ED83C9,CSTM5B2A2,ETWS9C7981,"Modelnya trendi, saya suka!",2.0,2025-01-23
ORDT4E5F2C4EB9,CSTM9F3FD,ETWSA1EF39,"Ukuran sesuai deskripsi, bisa muat banyak barang.",5.0,2025-02-08
ORDT4E5F2C4EB9,CSTM9F3FD,ETWS5C6490,"Harga sesuai dengan kualitas, tidak mengecewakan.",2.5,2025-01-19
ORDT4E5F2C4EB9,CSTM9F3FD,ETWS58F1ED,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.0,2024-11-20
ORDTDE080C7E94,CSTM2E221,ETWSA73D7C,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.0,2025-03-21
ORDT613DFFCB32,CSTM985D6,ETWSC97B66,"Modelnya trendi, saya suka!",2.5,2025-02-20
ORDT249C6D0DD0,CSTMB77F5,ETWS01B462,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.5,2025-03-23
ORDT249C6D0DD0,CSTMB77F5,ETWSA73D7C,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.5,2025-03-12
ORDT49AB22EED1,CSTM6AC81,ETWSDD91D3,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.0,2024-11-20
ORDT49AB22EED1,CSTM6AC81,ETWS0EFB7A,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.0,2024-12-23
ORDTD8578AB368,CSTM6E3A4,ETWS3039FF,Tasnya sangat bagus dan kuat!,3.0,2025-01-11
ORDTEC8591040C,CSTM54BF4,ETWS4963A7,"Modelnya trendi, saya suka!",4.0,2025-01-16
ORDTEC8591040C,CSTM54BF4,ETWSDC2863,Pengiriman cepat dan kemasannya rapi!,4.0,2024-08-30
ORDT8EE3A1742B,CSTM955C7,ETWS3692EB,"Lumayan, tapi kualitas tali kurang kuat.",2.0,2024-09-13
ORDT8EE3A1742B,CSTM955C7,ETWSB88758,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2025-03-16
ORDTE63712155C,CSTM94780,ETWSF455CE,"Lumayan, tapi kualitas tali kurang kuat.",3.0,2025-03-19
ORDTE63712155C,CSTM94780,ETWSDD7EA1,"Bahan berkualitas, jahitan rapi. Sangat puas!",5.0,2024-11-16
ORDTC5D7A2FD9D,CSTMBAB18,ETWS5508F4,"Warnanya cantik, persis seperti di foto.",1.5,2025-01-20
ORDTC5D7A2FD9D,CSTMBAB18,ETWSC14251,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.5,2025-02-15
ORDT0116EF77C3,CSTMBEE57,ETWS4B6130,"Warnanya cantik, persis seperti di foto.",4.5,2024-07-23
ORDT0116EF77C3,CSTMBEE57,ETWS890AD6,Pengiriman cepat dan kemasannya rapi!,3.0,2025-01-09
ORDT0E307BB979,CSTMD2315,ETWS5913FA,Pengiriman cepat dan kemasannya rapi!,2.5,2025-03-03
ORDT0E307BB979,CSTMD2315,ETWSA8FDE6,Pengiriman cepat dan kemasannya rapi!,5.0,2025-01-27
ORDT0E307BB979,CSTMD2315,ETWS844A3F,Tasnya sangat bagus dan kuat!,5.0,2025-01-16
ORDTDBEEC3866E,CSTMF27A3,ETWSDCEBE2,"Harga sesuai dengan kualitas, tidak mengecewakan.",2.0,2025-03-24
ORDTDBEEC3866E,CSTMF27A3,ETWSB31209,Pengiriman cepat dan kemasannya rapi!,1.0,2025-03-18
ORDTDBEEC3866E,CSTMF27A3,ETWS3148F6,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",1.0,2025-03-17
ORDT617B35135E,CSTM6C5AC,ETWS9B8B2E,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",5.0,2025-02-01
ORDT617B35135E,CSTM6C5AC,ETWSE327E6,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.5,2024-09-01
ORDT617B35135E,CSTM6C5AC,ETWSE8855E,"Warnanya cantik, persis seperti di foto.",3.0,2024-08-21
ORDT8B03967AE2,CSTMD518A,ETWS93C913,"Warnanya cantik, persis seperti di foto.",2.0,2024-08-09
ORDT8B03967AE2,CSTMD518A,ETWS4963A7,Tasnya sangat bagus dan kuat!,3.0,2024-06-23
ORDTC204CEC828,CSTMCBFD8,ETWS1503F8,"Modelnya trendi, saya suka!",2.5,2025-02-11
ORDTBF239B9DE0,CSTM12F4D,ETWS488936,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.0,2024-07-18
ORDTBF239B9DE0,CSTM12F4D,ETWS64AE2A,Pengiriman cepat dan kemasannya rapi!,4.0,2024-12-01
ORDTBF239B9DE0,CSTM12F4D,ETWSFBC9AB,"Warnanya cantik, persis seperti di foto.",1.5,2024-10-07
ORDTB7765536F9,CSTMF0946,ETWS260C72,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.5,2024-03-17
ORDTB7765536F9,CSTMF0946,ETWSD3092D,"Warnanya cantik, persis seperti di foto.",4.5,2025-01-13
ORDTB7765536F9,CSTMF0946,ETWSCF1E10,Pengiriman cepat dan kemasannya rapi!,2.0,2024-06-06
ORDTCE5B61F1CD,CSTM5A252,ETWSD5A198,Tasnya sangat bagus dan kuat!,4.5,2024-11-27
ORDTCE5B61F1CD,CSTM5A252,ETWS7691B6,Pengiriman cepat dan kemasannya rapi!,1.5,2024-10-29
ORDTCE5B61F1CD,CSTM5A252,ETWSF98833,"Lumayan, tapi kualitas tali kurang kuat.",2.5,2025-02-22
ORDTB0F9543C85,CSTMFFDA6,ETWSB31209,Tasnya sangat bagus dan kuat!,5.0,2025-03-06
ORDT867434452F,CSTMF9414,ETWSA3ABAE,Pengiriman cepat dan kemasannya rapi!,4.0,2024-12-16
ORDT0DD147F0F0,CSTM923AD,ETWSDD91D3,"Ukuran sesuai deskripsi, bisa muat banyak barang.",2.5,2024-11-01
ORDT0DD147F0F0,CSTM923AD,ETWSE09E74,Tasnya sangat bagus dan kuat!,5.0,2024-03-21
ORDT039B761290,CSTM6C780,ETWSB30591,"Lumayan, tapi kualitas tali kurang kuat.",3.0,2024-09-08
ORDTA48EA08330,CSTMC4C60,ETWSC795D1,Pengiriman cepat dan kemasannya rapi!,4.5,2025-03-03
ORDTA48EA08330,CSTMC4C60,ETWS692A94,"Warnanya cantik, persis seperti di foto.",3.5,2025-02-18
ORDT8CA6B6134A,CSTM0F366,ETWSDFB723,Tasnya sangat bagus dan kuat!,2.0,2024-11-23
ORDT8CA6B6134A,CSTM0F366,ETWSDE6472,Tasnya sangat bagus dan kuat!,1.5,2024-09-30
ORDT2A691E78F1,CSTM11D0D,ETWS0078F3,"Warnanya cantik, persis seperti di foto.",4.5,2024-09-08
ORDT2A691E78F1,CSTM11D0D,ETWS17DFD3,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.5,2024-06-10
ORDT60CFF4B772,CSTM1F2BC,ETWS11BA9A,"Harga sesuai dengan kualitas, tidak mengecewakan.",2.0,2024-07-22
ORDT60CFF4B772,CSTM1F2BC,ETWS967B37,"Modelnya trendi, saya suka!",4.0,2024-07-28
ORDTAD01946F66,CSTM6B94E,ETWSC031A7,"Modelnya trendi, saya suka!",4.0,2025-02-25
ORDTAD01946F66,CSTM6B94E,ETWS371852,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.5,2025-03-09
ORDTAD01946F66,CSTM6B94E,ETWSFF8087,"Lumayan, tapi kualitas tali kurang kuat.",1.0,2025-03-21
ORDTB440FED442,CSTM3AE09,ETWS87B36D,"Warnanya cantik, persis seperti di foto.",3.0,2025-02-01
ORDTB440FED442,CSTM3AE09,ETWS7B2F84,"Warnanya cantik, persis seperti di foto.",3.0,2025-01-28
ORDT05D5A557B1,CSTM46746,ETWS16C89D,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.0,2025-01-26
ORDT05D5A557B1,CSTM46746,ETWS3726B0,"Bagus, tapi harap diperhatikan kualitas resletingnya.",5.0,2025-02-28
ORDT28109B54E1,CSTME0C02,ETWSF91B79,"Ukuran sesuai deskripsi, bisa muat banyak barang.",2.0,2025-01-02
ORDT28109B54E1,CSTME0C02,ETWSC795D1,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.0,2024-11-14
ORDT8C83AE57CD,CSTM5FCFE,ETWSB99997,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.5,2024-12-21
ORDT87751AE382,CSTME805F,ETWS5CC7F6,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.5,2024-08-17
ORDT8A97A00FDE,CSTMAAC4F,ETWSD65441,"Lumayan, tapi kualitas tali kurang kuat.",3.5,2025-02-27
ORDTC2BC75B9DF,CSTM7B6F0,ETWS93C913,"Modelnya trendi, saya suka!",1.5,2025-04-02
ORDTC2BC75B9DF,CSTM7B6F0,ETWS0AF595,Pengiriman cepat dan kemasannya rapi!,4.5,2025-02-08
ORDTC2BC75B9DF,CSTM7B6F0,ETWS553A67,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.0,2025-03-16
ORDT6CDC6148E3,CSTM54563,ETWS9C12AD,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.5,2024-11-25
ORDT6CDC6148E3,CSTM54563,ETWS81866D,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.0,2025-03-22
ORDT3FFCB9ECC5,CSTMF1D39,ETWS9C12AD,"Modelnya trendi, saya suka!",1.5,2024-11-24
ORDTC187B00FE1,CSTMEE1CD,ETWSFDED40,"Warnanya cantik, persis seperti di foto.",5.0,2024-11-14
ORDT7467121258,CSTM6C208,ETWSFAF604,"Modelnya trendi, saya suka!",5.0,2025-03-15
ORDT362AAD9DE4,CSTMEB98C,ETWS1635E3,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.5,2025-02-07
ORDT362AAD9DE4,CSTMEB98C,ETWSCE3C05,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2025-03-26
ORDT383146CB60,CSTME36CD,ETWSE6CE28,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2025-03-23
ORDT383146CB60,CSTME36CD,ETWS371852,"Warnanya cantik, persis seperti di foto.",2.0,2024-12-26
ORDT57E40D47F9,CSTMAADDE,ETWSDE6472,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.0,2024-10-04
ORDT369533401F,CSTMF11D7,ETWS8A3FA6,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2025-02-02
ORDT369533401F,CSTMF11D7,ETWSF25249,Tasnya sangat bagus dan kuat!,4.0,2025-03-30
ORDTB891346E48,CSTM9E497,ETWSE145E1,"Lumayan, tapi kualitas tali kurang kuat.",3.0,2024-12-24
ORDT7595F2F969,CSTM1E113,ETWS692A94,Tasnya sangat bagus dan kuat!,4.0,2025-03-03
ORDT7595F2F969,CSTM1E113,ETWS8A3DEA,"Bagus, tapi harap diperhatikan kualitas resletingnya.",2.5,2024-12-09
ORDT910C0BC136,CSTMAFFE6,ETWS4925F2,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",1.5,2025-01-23
ORDT910C0BC136,CSTMAFFE6,ETWS048321,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.5,2024-05-14
ORDT39916B9E0E,CSTM7507A,ETWS6E8ADD,"Ukuran sesuai deskripsi, bisa muat banyak barang.",2.5,2025-03-24
ORDTB65B49B0A6,CSTMB4F53,ETWS6BDFB5,"Ukuran sesuai deskripsi, bisa muat banyak barang.",3.5,2025-03-26
ORDTB65B49B0A6,CSTMB4F53,ETWSF636AB,Tasnya sangat bagus dan kuat!,2.0,2024-09-17
ORDT3277233BE4,CSTM9FAF2,ETWS15E214,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.5,2025-03-04
ORDT5870CC431F,CSTM89FD5,ETWSF34C60,"Ukuran sesuai deskripsi, bisa muat banyak barang.",2.0,2024-10-29
ORDTF81AB090F3,CSTMF5462,ETWS0078F3,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2025-02-02
ORDTF81AB090F3,CSTMF5462,ETWS7B2F84,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.5,2025-01-26
ORDTF81AB090F3,CSTMF5462,ETWS9E6948,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2025-03-28
ORDT2BE0B9B7B4,CSTM97F62,ETWSC795D1,"Lumayan, tapi kualitas tali kurang kuat.",1.5,2025-02-24
ORDT2BE0B9B7B4,CSTM97F62,ETWS553A67,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.0,2025-02-13
ORDT2BE0B9B7B4,CSTM97F62,ETWS813F58,"Warnanya cantik, persis seperti di foto.",2.0,2025-02-18
ORDT12844CAD11,CSTM742A7,ETWS7B72E4,"Lumayan, tapi kualitas tali kurang kuat.",4.5,2024-12-22
ORDT12844CAD11,CSTM742A7,ETWS1A1A80,"Modelnya trendi, saya suka!",2.5,2025-02-11
ORDTED4173F2D7,CSTM95A41,ETWS187C0A,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2025-01-20
ORDT39C1BEED13,CSTM31A32,ETWSAF3337,"Ukuran sesuai deskripsi, bisa muat banyak barang.",1.5,2025-03-05
ORDT39C1BEED13,CSTM31A32,ETWSD2F5F0,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.5,2024-11-10
ORDTEC804EB1D7,CSTM713C4,ETWS0C0E22,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2025-03-12
ORDT4449473E38,CSTM86D16,ETWSF1AB1E,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.5,2025-03-01
ORDT4449473E38,CSTM86D16,ETWS7B2F84,"Lumayan, tapi kualitas tali kurang kuat.",1.5,2025-02-26
ORDT4449473E38,CSTM86D16,ETWS0B358B,"Lumayan, tapi kualitas tali kurang kuat.",1.5,2025-03-07
ORDTF99E116C58,CSTMAECE4,ETWSC1F28E,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.0,2025-03-23
ORDT9147E7A0CE,CSTM09B87,ETWSDB2E4C,"Lumayan, tapi kualitas tali kurang kuat.",4.5,2025-01-10
