order_id,customer_id,product_id,color_id,quantity,order_date,order_status,shipping_method,payment_method,total_price
ORDT8FD0B2B2B0,CSTM7E955,ETWSEAA76C,ECLR1108AE,2,2024-12-03,Selesai,J&T,Mandiri,525300
ORDT1E03A36D07,CSTM52544,ETWS5378A5,ECLR2C2AD1,3,2024-09-02,Selesai,JNE,DANA,285000
ORDT1E03A36D07,CSTM52544,ETWS11DABC,ECLREC6E8E,3,2024-09-02,Selesai,JNE,DANA,470250
ORDT1E03A36D07,CSTM52544,ETWS2F0E0E,ECLRE6DDC0,3,2024-09-02,Selesai,JNE,DANA,237000
ORDT4F7AE75EA4,CSTMA251B,ETWSDCEBE2,ECLR972714,1,2024-04-29,Selesai,JNE,BRI,616550
ORDT4F7AE75EA4,CSTMA251B,ETWS32F890,ECLR739363,1,2024-04-29,Selesai,JNE,BRI,199200
ORDTE50E7B9ECB,CSTMDC43E,ETWSF34C60,ECLRF96ACE,2,2024-02-10,Selesai,J&T,GoPay,460600
ORDTE50E7B9ECB,CSTMDC43E,ETWSAA8E74,ECLR5E4A65,2,2024-02-10,Selesai,J&T,GoPay,558000
ORDTE50E7B9ECB,CSTMDC43E,ETWSB30591,ECLRAC652C,1,2024-02-10,Selesai,J&T,GoPay,549000
ORDT4E339750CC,CSTM4A4EC,ETWS290A73,ECLRAC652C,1,2024-07-19,Selesai,SiCepat,GoPay,692550
ORDT4E339750CC,CSTM4A4EC,ETWSB2BFDA,ECLR215F47,2,2024-07-19,Selesai,SiCepat,GoPay,998000
ORDT93A192619F,CSTM87319,ETWS3E9FF6,ECLRAC652C,1,2024-12-26,Selesai,SiCepat,BCA,349000
ORDT8E38CE066B,CSTM2D764,ETWSDC2863,ECLR9478A0,3,2024-12-12,Selesai,SiCepat,OVO,448500
ORDT8E38CE066B,CSTM2D764,ETWSAA367B,ECLR1108AE,1,2024-12-12,Selesai,SiCepat,OVO,151050
ORDT8E38CE066B,CSTM2D764,ETWS3A15A5,ECLREC6E8E,2,2024-12-12,Selesai,SiCepat,OVO,798400
ORDTB98A28480E,CSTM0E56A,ETWSB2BFDA,ECLR215F47,1,2025-01-11,Selesai,J&T,COD,499000
ORDTB98A28480E,CSTM0E56A,ETWSEB97AA,ECLRAC652C,1,2025-01-11,Selesai,J&T,COD,692550
ORDTB98A28480E,CSTM0E56A,ETWSF98833,ECLR20695F,1,2025-01-11,Selesai,J&T,COD,129000
ORDT8449B525F3,CSTMFF437,ETWSD65441,ECLRAC652C,1,2024-01-02,Selesai,JNE,Mandiri,149500
ORDT603CB339A4,CSTME57B3,ETWSCCC2AE,ECLRAC652C,1,2024-11-16,Selesai,SiCepat,BNI,99500
ORDT603CB339A4,CSTME57B3,ETWS7691B6,ECLR952ECF,3,2024-11-16,Selesai,SiCepat,BNI,268500
ORDTAFEA81118C,CSTMC8CC8,ETWS7B4509,ECLR739363,1,2024-07-20,Selesai,JNE,Mandiri,429000
ORDTAFEA81118C,CSTMC8CC8,ETWSBB9309,ECLR972714,3,2024-07-20,Selesai,JNE,Mandiri,627900
ORDTE4F9AE406F,CSTMA8D60,ETWS6B4905,ECLR1108AE,3,2024-01-14,Selesai,SiCepat,BRI,1051050
ORDTE4F9AE406F,CSTMA8D60,ETWSD7FC0C,ECLRAC652C,1,2024-01-14,Selesai,SiCepat,BRI,209000
ORDT99E98FA728,CSTM83809,ETWSFF8087,ECLR55CFF5,3,2024-07-05,Selesai,JNE,GoPay,447000
ORDT09D2C00695,CSTME1C42,ETWSEFFE8E,ECLR5E4A65,1,2024-05-23,Selesai,SiCepat,BCA,170050
ORDTF5E24B1F11,CSTMC6CDF,ETWSE4F858,ECLR1108AE,2,2024-07-25,Selesai,JNE,BNI,544600
ORDTFC373A07CD,CSTMF9FD5,ETWSB99997,ECLRCC01E6,3,2025-02-19,Dikirim,J&T,BCA,657000
ORDTFC373A07CD,CSTMF9FD5,ETWS5913FA,ECLRAC652C,1,2025-02-19,Dikirim,J&T,BCA,191600
ORDT7C40753F52,CSTM6A94A,ETWSD5A198,ECLRAC652C,1,2025-01-27,Selesai,JNE,BRI,182000
ORDT7C40753F52,CSTM6A94A,ETWSE145E1,ECLR20695F,1,2025-01-27,Selesai,JNE,BRI,199000
ORDT4D0A52B1EB,CSTM40A35,ETWSF1AB1E,ECLRAC7B95,1,2024-03-08,Selesai,SiCepat,BCA,144500
ORDT4D0A52B1EB,CSTM40A35,ETWS766811,ECLRAC652C,2,2024-03-08,Selesai,SiCepat,BCA,388700
ORDT4D0A52B1EB,CSTM40A35,ETWS0B358B,ECLRAC652C,2,2024-03-08,Selesai,SiCepat,BCA,329000
ORDT1E2A51B58A,CSTMEE7A5,ETWSAA367B,ECLR1108AE,2,2024-12-18,Selesai,JNE,OVO,302100
ORDT1E2A51B58A,CSTMEE7A5,ETWSECA263,ECLR5E4A65,3,2024-12-18,Selesai,JNE,OVO,747000
ORDTAFC13941B8,CSTM4B458,ETWSFBC9AB,ECLR7B12A0,1,2024-06-20,Selesai,JNE,OVO,137500
ORDTAFC13941B8,CSTM4B458,ETWS20F48E,ECLREAF723,2,2024-06-20,Selesai,JNE,OVO,618000
ORDTAFC13941B8,CSTM4B458,ETWS71D5E1,ECLREDE5BD,1,2024-06-20,Selesai,JNE,OVO,246050
ORDTE6D8AB3967,CSTM9579B,ETWSC795D1,ECLR972714,2,2024-03-01,Selesai,J&T,Mandiri,910100
ORDTE6D8AB3967,CSTM9579B,ETWS8E664D,ECLRAC652C,3,2024-03-01,Selesai,J&T,Mandiri,1197000
ORDT17079C4F8A,CSTM2A12B,ETWS806ABE,ECLRAC652C,3,2024-11-25,Selesai,J&T,DANA,493500
ORDT17079C4F8A,CSTM2A12B,ETWS8E664D,ECLRAC652C,2,2024-11-25,Selesai,J&T,DANA,798000
ORDT17079C4F8A,CSTM2A12B,ETWSA65653,ECLRA39C8D,1,2024-11-25,Selesai,J&T,DANA,439000
ORDTC6CAF314B0,CSTMBE519,ETWS5A7C6A,ECLR55CFF5,2,2024-07-29,Selesai,J&T,OVO,358000
ORDTC6CAF314B0,CSTMBE519,ETWS69678C,ECLR1108AE,1,2024-07-29,Selesai,J&T,OVO,616550
ORDTC6CAF314B0,CSTMBE519,ETWS0FE105,ECLRF96ACE,3,2024-07-29,Selesai,J&T,OVO,1222650
ORDT952BDE80DE,CSTMBE1F7,ETWS9C7981,ECLRB4934C,2,2024-02-07,Selesai,SiCepat,OVO,558000
ORDT952BDE80DE,CSTMBE1F7,ETWS7B72E4,ECLRAC652C,2,2024-02-07,Selesai,SiCepat,OVO,605360
ORDTE36CD35CF8,CSTM00390,ETWS72F258,ECLRAB262D,3,2024-08-27,Selesai,SiCepat,COD,477000
ORDTE36CD35CF8,CSTM00390,ETWS5CEB66,ECLR1108AE,1,2024-08-27,Selesai,SiCepat,COD,219000
ORDTE36CD35CF8,CSTM00390,ETWS4D61EB,ECLR20695F,3,2024-08-27,Selesai,SiCepat,COD,597000
ORDTF8C3FB6805,CSTM85F34,ETWS2DE514,ECLR5E4A65,2,2024-09-12,Selesai,SiCepat,BRI,498000
ORDTF8C3FB6805,CSTM85F34,ETWS0B358B,ECLRAC652C,1,2024-09-12,Selesai,SiCepat,BRI,164500
ORDT7E715873EB,CSTM34C97,ETWSA73D7C,ECLRAC652C,1,2024-04-03,Selesai,J&T,Mandiri,95400
ORDT7E715873EB,CSTM34C97,ETWS9C7981,ECLRB4934C,1,2024-04-03,Selesai,J&T,Mandiri,279000
ORDT7E715873EB,CSTM34C97,ETWS3E9FF6,ECLRAC652C,3,2024-04-03,Selesai,J&T,Mandiri,1047000
ORDT793330F8D4,CSTM3F202,ETWS3D13C6,ECLR215F47,3,2024-12-06,Selesai,JNE,COD,537000
ORDT5BC6E8C9E4,CSTM8ECCD,ETWS2F0E0E,ECLRE6DDC0,1,2024-11-25,Selesai,SiCepat,Mandiri,79000
ORDT5BC6E8C9E4,CSTM8ECCD,ETWS639911,ECLR5E4A65,2,2024-11-25,Selesai,SiCepat,Mandiri,739100
ORDTBC0E617042,CSTMA0382,ETWS2B899E,ECLRAC652C,3,2024-05-27,Selesai,JNE,DANA,2097000
ORDTBC0E617042,CSTMA0382,ETWSC5A05E,ECLR9BAF23,1,2024-05-27,Selesai,JNE,DANA,439000
ORDTF4D99D1997,CSTME327C,ETWS959BF3,ECLR5E4A65,2,2024-06-04,Selesai,JNE,OVO,378000
ORDT4975ED7AB9,CSTMF217E,ETWSDFB723,ECLR417205,2,2025-01-03,Selesai,JNE,DANA,858000
ORDT1B2E22C1F9,CSTM6020A,ETWS4FFEE0,ECLR7B12A0,3,2024-02-22,Selesai,SiCepat,GoPay,597000
ORDT1B2E22C1F9,CSTM6020A,ETWS67E29D,ECLR4CEC72,2,2024-02-22,Selesai,SiCepat,GoPay,398000
ORDTADA65F2B72,CSTM09E55,ETWS880095,ECLR9BAF23,3,2025-01-09,Selesai,J&T,BNI,237000
ORDT7497B20CD3,CSTM0EF26,ETWSE768EF,ECLR1108AE,3,2024-06-21,Selesai,SiCepat,BNI,387000
ORDT7497B20CD3,CSTM0EF26,ETWS2B899E,ECLRAC652C,3,2024-06-21,Selesai,SiCepat,BNI,2097000
ORDT24318A361F,CSTM4B260,ETWSAFD4E4,ECLRE6DDC0,2,2024-10-20,Selesai,JNE,OVO,58000
ORDT24318A361F,CSTM4B260,ETWSC2F190,ECLR1108AE,3,2024-10-20,Selesai,JNE,OVO,2247000
ORDT24318A361F,CSTM4B260,ETWSD12D7A,ECLRAC652C,3,2024-10-20,Selesai,JNE,OVO,747000
ORDTE0EE04D71B,CSTMC8CC9,ETWS15E214,ECLR55CFF5,3,2025-02-21,Dikirim,SiCepat,COD,681150
ORDTDE57ED83C9,CSTM5B2A2,ETWS9BBEE2,ECLRAC652C,1,2024-10-05,Selesai,J&T,Mandiri,692550
ORDTDE57ED83C9,CSTM5B2A2,ETWS9C7981,ECLRB4934C,2,2024-10-05,Selesai,J&T,Mandiri,558000
ORDT4E5F2C4EB9,CSTM9F3FD,ETWSA1EF39,ECLR55CFF5,2,2024-10-08,Selesai,J&T,BNI,299000
ORDT4E5F2C4EB9,CSTM9F3FD,ETWS5C6490,ECLRAC652C,3,2024-10-08,Selesai,J&T,BNI,523500
ORDT4E5F2C4EB9,CSTM9F3FD,ETWS58F1ED,ECLRA39C8D,1,2024-10-08,Selesai,J&T,BNI,99000
ORDTDE080C7E94,CSTM2E221,ETWSA73D7C,ECLRAC652C,1,2024-11-23,Selesai,SiCepat,BRI,95400
ORDT613DFFCB32,CSTM985D6,ETWSC97B66,ECLRA9C7CB,2,2025-01-25,Selesai,J&T,OVO,858000
ORDT249C6D0DD0,CSTMB77F5,ETWS01B462,ECLR5E4A65,2,2024-11-20,Selesai,J&T,BNI,798000
ORDT249C6D0DD0,CSTMB77F5,ETWSA73D7C,ECLRAC652C,2,2024-11-20,Selesai,J&T,BNI,190800
ORDT49AB22EED1,CSTM6AC81,ETWSDD91D3,ECLRAC7B95,3,2024-02-05,Selesai,SiCepat,OVO,147000
ORDT49AB22EED1,CSTM6AC81,ETWS0EFB7A,ECLR417205,3,2024-02-05,Selesai,SiCepat,OVO,1497000
ORDTD8578AB368,CSTM6E3A4,ETWS3039FF,ECLRAC652C,3,2025-01-05,Selesai,J&T,DANA,1129050
ORDTEC8591040C,CSTM54BF4,ETWS4963A7,ECLRCE29C4,2,2024-05-12,Selesai,J&T,DANA,398000
ORDTEC8591040C,CSTM54BF4,ETWSDC2863,ECLR9478A0,1,2024-05-12,Selesai,J&T,DANA,149500
ORDT8EE3A1742B,CSTM955C7,ETWS3692EB,ECLR5E4A65,1,2024-05-15,Selesai,SiCepat,BCA,151050
ORDT8EE3A1742B,CSTM955C7,ETWSB88758,ECLRAC652C,1,2024-05-15,Selesai,SiCepat,BCA,165000
ORDTE63712155C,CSTM94780,ETWSF455CE,ECLR9BAF23,1,2024-11-03,Selesai,SiCepat,BNI,383200
ORDTE63712155C,CSTM94780,ETWSDD7EA1,ECLREC6E8E,2,2024-11-03,Selesai,SiCepat,BNI,454100
ORDTC5D7A2FD9D,CSTMBAB18,ETWS5508F4,ECLR9BAF23,3,2025-01-11,Selesai,J&T,BRI,1149600
ORDTC5D7A2FD9D,CSTMBAB18,ETWSC14251,ECLRA39C8D,1,2025-01-11,Selesai,J&T,BRI,399000
ORDT0116EF77C3,CSTMBEE57,ETWS4B6130,ECLRF96ACE,3,2024-06-26,Selesai,SiCepat,BNI,1401300
ORDT0116EF77C3,CSTMBEE57,ETWS890AD6,ECLRB4934C,1,2024-06-26,Selesai,SiCepat,BNI,269000
ORDT0E307BB979,CSTMD2315,ETWS5913FA,ECLRAC652C,2,2024-12-07,Selesai,J&T,BRI,383200
ORDT0E307BB979,CSTMD2315,ETWSA8FDE6,ECLR55CFF5,1,2024-12-07,Selesai,J&T,BRI,75050
ORDT0E307BB979,CSTMD2315,ETWS844A3F,ECLRF96ACE,3,2024-12-07,Selesai,J&T,BRI,1287000
ORDTDBEEC3866E,CSTMF27A3,ETWSDCEBE2,ECLR972714,1,2025-02-21,Dikirim,JNE,BCA,616550
ORDTDBEEC3866E,CSTMF27A3,ETWSB31209,ECLR9BAF23,2,2025-02-21,Dikirim,JNE,BCA,313500
ORDTDBEEC3866E,CSTMF27A3,ETWS3148F6,ECLREC6E8E,3,2025-02-21,Dikirim,JNE,BCA,282150
ORDT617B35135E,CSTM6C5AC,ETWS9B8B2E,ECLR0D30B9,2,2024-08-12,Selesai,SiCepat,BRI,358000
ORDT617B35135E,CSTM6C5AC,ETWSE327E6,ECLRAB262D,2,2024-08-12,Selesai,SiCepat,BRI,550160
ORDT617B35135E,CSTM6C5AC,ETWSE8855E,ECLRAA7362,1,2024-08-12,Selesai,SiCepat,BRI,569050
ORDT8B03967AE2,CSTMD518A,ETWS93C913,ECLR5E4A65,1,2024-03-25,Selesai,JNE,Mandiri,156750
ORDT8B03967AE2,CSTMD518A,ETWS4963A7,ECLRCE29C4,1,2024-03-25,Selesai,JNE,Mandiri,199000
ORDTC204CEC828,CSTMCBFD8,ETWS1503F8,ECLR1108AE,1,2025-01-31,Selesai,J&T,BNI,569050
ORDTBF239B9DE0,CSTM12F4D,ETWS488936,ECLRAA7362,3,2024-01-12,Selesai,SiCepat,GoPay,927000
ORDTBF239B9DE0,CSTM12F4D,ETWS64AE2A,ECLRAC652C,3,2024-01-12,Selesai,SiCepat,GoPay,553500
ORDTBF239B9DE0,CSTM12F4D,ETWSFBC9AB,ECLR7B12A0,3,2024-01-12,Selesai,SiCepat,GoPay,412500
ORDTB7765536F9,CSTMF0946,ETWS260C72,ECLRAC652C,1,2024-02-09,Selesai,SiCepat,BNI,299000
ORDTB7765536F9,CSTMF0946,ETWSD3092D,ECLR5E4A65,2,2024-02-09,Selesai,SiCepat,BNI,844560
ORDTB7765536F9,CSTMF0946,ETWSCF1E10,ECLRF96ACE,1,2024-02-09,Selesai,SiCepat,BNI,249000
ORDTCE5B61F1CD,CSTM5A252,ETWSD5A198,ECLRAC652C,2,2024-10-19,Selesai,SiCepat,DANA,364000
ORDTCE5B61F1CD,CSTM5A252,ETWS7691B6,ECLR952ECF,1,2024-10-19,Selesai,SiCepat,DANA,89500
ORDTCE5B61F1CD,CSTM5A252,ETWSF98833,ECLR20695F,2,2024-10-19,Selesai,SiCepat,DANA,258000
ORDTB0F9543C85,CSTMFFDA6,ETWSB31209,ECLR9BAF23,2,2024-10-13,Selesai,J&T,BNI,313500
ORDT867434452F,CSTMF9414,ETWSA3ABAE,ECLRAC652C,3,2024-05-06,Selesai,JNE,BNI,837000
ORDT0DD147F0F0,CSTM923AD,ETWSDD91D3,ECLRAC7B95,3,2024-03-11,Selesai,JNE,OVO,147000
ORDT0DD147F0F0,CSTM923AD,ETWSE09E74,ECLRAC652C,1,2024-03-11,Selesai,JNE,OVO,1499000
ORDT039B761290,CSTM6C780,ETWSB30591,ECLRAC652C,1,2024-08-11,Selesai,SiCepat,COD,549000
ORDTA48EA08330,CSTMC4C60,ETWSC795D1,ECLR972714,1,2025-02-18,Dikirim,J&T,BCA,455050
ORDTA48EA08330,CSTMC4C60,ETWS692A94,ECLR972714,1,2025-02-18,Dikirim,J&T,BCA,279000
ORDT8CA6B6134A,CSTM0F366,ETWSDFB723,ECLR417205,1,2024-08-22,Selesai,SiCepat,OVO,429000
ORDT8CA6B6134A,CSTM0F366,ETWSDE6472,ECLR972714,1,2024-08-22,Selesai,SiCepat,OVO,104500
ORDT2A691E78F1,CSTM11D0D,ETWS0078F3,ECLR1108AE,2,2024-05-17,Selesai,JNE,OVO,844560
ORDT2A691E78F1,CSTM11D0D,ETWS17DFD3,ECLRAC652C,1,2024-05-17,Selesai,JNE,OVO,539000
ORDT60CFF4B772,CSTM1F2BC,ETWS11BA9A,ECLR739363,1,2024-01-13,Selesai,JNE,GoPay,177650
ORDT60CFF4B772,CSTM1F2BC,ETWS967B37,ECLR5E4A65,3,2024-01-13,Selesai,JNE,GoPay,453150
ORDTAD01946F66,CSTM6B94E,ETWSC031A7,ECLR20695F,2,2025-02-25,Pending,J&T,BRI,283100
ORDTAD01946F66,CSTM6B94E,ETWS371852,ECLR9BAF23,3,2025-02-25,Pending,J&T,BRI,543900
ORDTAD01946F66,CSTM6B94E,ETWSFF8087,ECLR55CFF5,2,2025-02-25,Pending,J&T,BRI,298000
ORDTB440FED442,CSTM3AE09,ETWS87B36D,ECLR8D3E15,1,2025-01-27,Selesai,JNE,OVO,489000
ORDTB440FED442,CSTM3AE09,ETWS7B2F84,ECLRC0FF09,1,2025-01-27,Selesai,JNE,OVO,396750
ORDT05D5A557B1,CSTM46746,ETWS16C89D,ECLREC6E8E,2,2024-11-06,Selesai,JNE,GoPay,79000
ORDT05D5A557B1,CSTM46746,ETWS3726B0,ECLRAC652C,2,2024-11-06,Selesai,JNE,GoPay,78000
ORDT28109B54E1,CSTME0C02,ETWSF91B79,ECLRC0FF09,3,2024-11-08,Selesai,SiCepat,OVO,1849650
ORDT28109B54E1,CSTME0C02,ETWSC795D1,ECLR972714,2,2024-11-08,Selesai,SiCepat,OVO,910100
ORDT8C83AE57CD,CSTM5FCFE,ETWSB99997,ECLRCC01E6,2,2024-05-31,Selesai,SiCepat,BCA,438000
ORDT87751AE382,CSTME805F,ETWS5CC7F6,ECLR9BAF23,1,2024-04-11,Selesai,JNE,COD,74500
ORDT8A97A00FDE,CSTMAAC4F,ETWSD65441,ECLRAC652C,1,2024-09-05,Selesai,JNE,COD,149500
ORDTC2BC75B9DF,CSTM7B6F0,ETWS93C913,ECLR5E4A65,1,2025-01-13,Selesai,SiCepat,COD,156750
ORDTC2BC75B9DF,CSTM7B6F0,ETWS0AF595,ECLR7B12A0,3,2025-01-13,Selesai,SiCepat,COD,453150
ORDTC2BC75B9DF,CSTM7B6F0,ETWS553A67,ECLR138E5E,3,2025-01-13,Selesai,SiCepat,COD,711900
ORDT6CDC6148E3,CSTM54563,ETWS9C12AD,ECLRAC652C,1,2024-11-09,Selesai,J&T,BNI,279000
ORDT6CDC6148E3,CSTM54563,ETWS81866D,ECLRCC01E6,3,2024-11-09,Selesai,J&T,BNI,1557000
ORDT3FFCB9ECC5,CSTMF1D39,ETWS9C12AD,ECLRAC652C,1,2024-04-19,Selesai,SiCepat,GoPay,279000
ORDTC187B00FE1,CSTMEE1CD,ETWSFDED40,ECLR64CBE6,2,2024-09-26,Selesai,SiCepat,DANA,362600
ORDT7467121258,CSTM6C208,ETWSFAF604,ECLRAC652C,3,2024-03-22,Selesai,J&T,COD,117000
ORDT362AAD9DE4,CSTMEB98C,ETWS1635E3,ECLR215F47,2,2025-01-16,Selesai,J&T,BNI,398000
ORDT362AAD9DE4,CSTMEB98C,ETWSCE3C05,ECLRA39C8D,2,2025-01-16,Selesai,J&T,BNI,378000
ORDT383146CB60,CSTME36CD,ETWSE6CE28,ECLR5E4A65,3,2024-11-27,Selesai,JNE,COD,1507650
ORDT383146CB60,CSTME36CD,ETWS371852,ECLR9BAF23,2,2024-11-27,Selesai,JNE,COD,362600
ORDT57E40D47F9,CSTMAADDE,ETWSDE6472,ECLR972714,2,2024-03-01,Selesai,SiCepat,BNI,209000
ORDT369533401F,CSTMF11D7,ETWS8A3FA6,ECLRAC652C,3,2024-06-17,Selesai,J&T,BNI,255000
ORDT369533401F,CSTMF11D7,ETWSF25249,ECLRAC652C,2,2024-06-17,Selesai,J&T,BNI,625100
ORDTB891346E48,CSTM9E497,ETWSE145E1,ECLR20695F,1,2024-09-23,Selesai,J&T,DANA,199000
ORDT7595F2F969,CSTM1E113,ETWS692A94,ECLR972714,3,2024-08-14,Selesai,JNE,OVO,837000
ORDT7595F2F969,CSTM1E113,ETWS8A3DEA,ECLRAC652C,1,2024-08-14,Selesai,JNE,OVO,265000
ORDT910C0BC136,CSTMAFFE6,ETWS4925F2,ECLRAC652C,1,2024-03-10,Selesai,SiCepat,Mandiri,87600
ORDT910C0BC136,CSTMAFFE6,ETWS048321,ECLREAF723,2,2024-03-10,Selesai,SiCepat,Mandiri,778000
ORDT39916B9E0E,CSTM7507A,ETWS6E8ADD,ECLR7B12A0,1,2025-01-26,Selesai,J&T,BRI,209300
ORDTB65B49B0A6,CSTMB4F53,ETWS6BDFB5,ECLRA39C8D,2,2024-09-16,Selesai,SiCepat,GoPay,798000
ORDTB65B49B0A6,CSTMB4F53,ETWSF636AB,ECLR5E4A65,3,2024-09-16,Selesai,SiCepat,GoPay,597000
ORDT3277233BE4,CSTM9FAF2,ETWS15E214,ECLR55CFF5,1,2024-12-07,Selesai,SiCepat,DANA,227050
ORDT5870CC431F,CSTM89FD5,ETWSF34C60,ECLRF96ACE,3,2024-10-27,Selesai,J&T,DANA,690900
ORDTF81AB090F3,CSTMF5462,ETWS0078F3,ECLR1108AE,1,2024-11-14,Selesai,JNE,BNI,422280
ORDTF81AB090F3,CSTMF5462,ETWS7B2F84,ECLRC0FF09,3,2024-11-14,Selesai,JNE,BNI,1190250
ORDTF81AB090F3,CSTMF5462,ETWS9E6948,ECLRA9C7CB,2,2024-11-14,Selesai,JNE,BNI,798000
ORDT2BE0B9B7B4,CSTM97F62,ETWSC795D1,ECLR972714,1,2025-01-21,Selesai,SiCepat,Mandiri,455050
ORDT2BE0B9B7B4,CSTM97F62,ETWS553A67,ECLR138E5E,1,2025-01-21,Selesai,SiCepat,Mandiri,237300
ORDT2BE0B9B7B4,CSTM97F62,ETWS813F58,ECLRAC652C,2,2025-01-21,Selesai,SiCepat,Mandiri,738000
ORDT12844CAD11,CSTM742A7,ETWS7B72E4,ECLRAC652C,2,2024-03-16,Selesai,SiCepat,BNI,605360
ORDT12844CAD11,CSTM742A7,ETWS1A1A80,ECLREAF723,1,2024-03-16,Selesai,SiCepat,BNI,499000
ORDTED4173F2D7,CSTM95A41,ETWS187C0A,ECLR739363,1,2024-11-24,Selesai,SiCepat,DANA,198550
ORDT39C1BEED13,CSTM31A32,ETWSAF3337,ECLR9C1828,1,2024-09-16,Selesai,SiCepat,BCA,199000
ORDT39C1BEED13,CSTM31A32,ETWSD2F5F0,ECLR1108AE,1,2024-09-16,Selesai,SiCepat,BCA,299000
ORDTEC804EB1D7,CSTM713C4,ETWS0C0E22,ECLRF96ACE,1,2024-05-28,Selesai,JNE,GoPay,160550
ORDT4449473E38,CSTM86D16,ETWSF1AB1E,ECLRAC7B95,1,2025-02-18,Dikirim,SiCepat,BRI,144500
