product_id,color_id,price_original,price_sale,discount,sold,rating
ETWS939,ECLR004,159000,151050,5%,6,4.7
ETWS939,ECLR746,159000,151050,5%,9,5.0
ETWS303,ECLR821,119000,95200,20%,6,5.0
ETWS303,ECLR307,119000,95200,20%,8,5.0
ETWS303,ECLR691,119000,113050,5%,6,5.0
ETWS303,ECLR517,119000,113050,5%,0,No Rating
ETWS361,ECLR456,219000,153300,30%,22,5.0
ETWS361,ECLR600,219000,153300,30%,17,5.0
ETWS361,ECLR691,219000,153300,30%,9,5.0
ETWS361,ECLR004,219000,175200,20%,30,4.8
ETWS673,ECLR004,159000,151050,5%,14,5.0
ETWS673,ECLR821,159000,151050,5%,4,No Rating
ETWS673,ECLR517,159000,151050,5%,9,5.0
ETWS673,ECLR307,159000,151050,5%,0,5.0
ETWS533,ECLR517,149000,104300,30%,8,5.0
ETWS533,ECLR691,149000,104300,30%,15,5.0
ETWS456,ECLR691,179000,89500,50%,4,5.0
ETWS456,ECLR517,179000,89500,50%,0,No Rating
ETWS564,ECLR937,329000,230300,30%,5,5.0
ETWS564,ECLR685,329000,213850,35%,10,5.0
ETWS330,ECLR821,429000,171600,60%,1,5.0
ETWS330,ECLR456,429000,171600,60%,2,5.0
ETWS330,ECLR848,429000,429000,No Discount,17,5.0
ETWS501,ECLR456,489000,391200,20%,20,5.0
ETWS501,ECLR600,489000,391200,20%,19,5.0
ETWS501,ECLR004,489000,464550,5%,16,5.0
ETWS130,ECLR307,479000,383200,20%,5,5.0
ETWS130,ECLR004,479000,479000,No Discount,5,No Rating
ETWS965,ECLR307,479000,383200,20%,8,5.0
ETWS647,ECLR596,649000,616550,5%,24,4.9
ETWS647,ECLR699,649000,616550,5%,30,4.9
ETWS383,ECLR854,119000,113050,5%,10,5.0
ETWS383,ECLR937,119000,113050,5%,23,5.0
ETWS383,ECLR456,119000,113050,5%,5,5.0
ETWS575,ECLR821,179000,170050,5%,16,5.0
ETWS575,ECLR517,179000,170050,5%,4,No Rating
ETWS575,ECLR307,179000,170050,5%,4,5.0
ETWS575,ECLR691,179000,170050,5%,3,No Rating
ETWS043,ECLR848,599000,569050,5%,15,5.0
ETWS043,ECLR821,599000,449250,25%,7,5.0
ETWS043,ECLR456,599000,449250,25%,8,5.0
ETWS279,ECLR821,99000,94050,5%,4,No Rating
ETWS279,ECLR517,99000,94050,5%,9,5.0
ETWS279,ECLR307,99000,94050,5%,13,5.0
ETWS805,ECLR848,79000,75050,5%,14,4.8
ETWS805,ECLR848,79000,75050,5%,7,4.0
ETWS805,ECLR848,79000,75050,5%,14,5.0
ETWS805,ECLR848,79000,75050,5%,9,5.0
ETWS697,ECLR517,159000,151050,5%,30,4.9
ETWS697,ECLR600,159000,151050,5%,80,5.0
ETWS697,ECLR456,159000,151050,5%,30,5.0
ETWS697,ECLR004,159000,151050,5%,50,5.0
ETWS200,ECLR307,209000,156750,25%,7,5.0
ETWS200,ECLR685,209000,156750,25%,3,No Rating
ETWS200,ECLR854,209000,156750,25%,4,5.0
ETWS300,ECLR854,479000,239500,50%,8,5.0
ETWS441,ECLR848,249000,161850,35%,5,4.5
ETWS441,ECLR848,249000,124500,50%,4,No Rating
ETWS441,ECLR848,249000,124500,50%,8,5.0
ETWS441,ECLR848,249000,124500,50%,9,5.0
ETWS441,ECLR848,249000,249000,No Discount,16,5.0
ETWS441,ECLR848,249000,161850,35%,6,5.0
ETWS441,ECLR848,249000,199200,20%,10,5.0
ETWS893,ECLR305,239000,227050,5%,11,5.0
ETWS893,ECLR004,239000,227050,5%,17,5.0
ETWS267,ECLR821,239000,227050,5%,20,5.0
ETWS267,ECLR004,239000,227050,5%,30,4.9
ETWS448,ECLR848,579000,376350,35%,10,5.0
ETWS448,ECLR848,579000,463200,20%,14,5.0
ETWS448,ECLR848,579000,579000,No Discount,10,5.0
ETWS547,ECLR848,299000,194350,35%,6,5.0
ETWS547,ECLR848,299000,254150,15%,11,5.0
ETWS848,ECLR265,549000,274500,50%,5,5.0
ETWS848,ECLR456,549000,274500,50%,2,5.0
ETWS669,ECLR265,299000,149500,50%,2,5.0
ETWS669,ECLR456,299000,149500,50%,5,5.0
ETWS455,ECLR854,159000,151050,5%,14,5.0
ETWS455,ECLR685,159000,151050,5%,11,5.0
ETWS400,ECLR848,429000,407550,5%,18,5.0
ETWS901,ECLR653,209000,104500,50%,19,4.7
ETWS901,ECLR684,209000,146300,30%,24,4.9
ETWS901,ECLR684,209000,146300,30%,24,4.9
ETWS901,ECLR854,209000,104500,50%,30,4.9
ETWS901,ECLR004,209000,198550,5%,30,4.9
ETWS251,ECLR115,319000,293480,8%,25,4.9
ETWS251,ECLR854,319000,293480,8%,11,4.8
ETWS251,ECLR004,319000,293480,8%,30,5.0
ETWS164,ECLR854,299000,299000,No Discount,11,5.0
ETWS718,ECLR684,99000,94050,5%,1,5.0
ETWS718,ECLR684,99000,94050,5%,1,5.0
ETWS718,ECLR633,99000,94050,5%,5,5.0
ETWS477,ECLR102,649000,616550,5%,5,5.0
ETWS477,ECLR776,649000,616550,5%,1,No Rating
ETWS541,ECLR292,209000,167200,20%,8,5.0
ETWS541,ECLR095,209000,156750,25%,15,5.0
ETWS541,ECLR854,209000,156750,25%,14,5.0
ETWS158,ECLR004,179000,170050,5%,29,5.0
ETWS592,ECLR684,519000,467100,10%,25,5.0
ETWS592,ECLR684,519000,467100,10%,25,5.0
ETWS068,ECLR937,519000,467100,10%,19,5.0
ETWS560,ECLR004,519000,493050,5%,30,5.0
ETWS868,ECLR115,389000,389000,No Discount,7,5.0
ETWS700,ECLR937,389000,272300,30%,12,5.0
ETWS053,ECLR004,389000,369550,5%,18,5.0
ETWS101,ECLR095,209000,198550,5%,60,4.9
ETWS101,ECLR100,209000,198550,5%,30,5.0
ETWS101,ECLR937,209000,198550,5%,40,5.0
ETWS674,ECLR746,149000,74500,50%,5,5.0
ETWS674,ECLR004,149000,149000,No Discount,14,5.0
ETWS674,ECLR685,149000,74500,50%,9,5.0
ETWS674,ECLR115,149000,74500,50%,6,5.0
ETWS094,ECLR653,649000,616550,5%,70,5.0
ETWS186,ECLR854,459000,422280,8%,8,5.0
ETWS959,ECLR854,599000,569050,5%,15,5.0
ETWS317,ECLR004,459000,422280,8%,21,5.0
ETWS830,ECLR115,99000,94050,5%,40,5.0
ETWS830,ECLR746,99000,94050,5%,30,4.9
ETWS830,ECLR095,99000,94050,5%,30,4.9
ETWS402,ECLR095,209000,177650,15%,23,5.0
ETWS402,ECLR937,209000,177650,15%,16,5.0
ETWS402,ECLR004,209000,177650,15%,20,5.0
ETWS305,ECLR095,249000,199200,20%,22,5.0
ETWS885,ECLR004,299000,239200,20%,30,5.0
ETWS288,ECLR937,659000,659000,No Discount,23,5.0
ETWS288,ECLR684,659000,659000,No Discount,21,5.0
ETWS288,ECLR684,659000,659000,No Discount,21,5.0
ETWS442,ECLR684,649000,616550,5%,100,5.0
ETWS442,ECLR684,649000,616550,5%,100,5.0
ETWS442,ECLR937,649000,616550,5%,60,5.0
ETWS439,ECLR115,299000,299000,No Discount,30,5.0
ETWS835,ECLR937,599000,551080,8%,40,4.9
ETWS620,ECLR574,539000,350350,35%,10,4.8
ETWS161,ECLR115,489000,464550,5%,60,5.0
ETWS805,ECLR095,79000,75050,5%,30,5.0
ETWS805,ECLR100,79000,75050,5%,40,4.8
ETWS985,ECLR653,479000,455050,5%,24,4.9
ETWS985,ECLR937,479000,440680,8%,16,5.0
ETWS985,ECLR004,479000,440680,8%,40,4.9
ETWS497,ECLR115,309000,293550,5%,30,5.0
ETWS362,ECLR633,149000,141550,5%,60,5.0
ETWS362,ECLR746,149000,141550,5%,80,5.0
ETWS827,ECLR937,429000,407550,5%,60,5.0
ETWS439,ECLR095,299000,284050,5%,90,4.9
ETWS471,ECLR653,389000,389000,No Discount,27,5.0
ETWS205,ECLR004,299000,275080,8%,30,5.0
ETWS582,ECLR854,309000,262650,15%,29,4.9
ETWS582,ECLR100,309000,262650,15%,13,5.0
ETWS975,ECLR004,499000,324350,35%,50,5.0
ETWS149,ECLR004,649000,616550,5%,500,5.0
ETWS885,ECLR095,299000,239200,20%,80,5.0
ETWS251,ECLR095,489000,464550,5%,100,4.9
ETWS960,ECLR848,329000,302680,8%,80,4.9
ETWS265,ECLR848,729000,692550,5%,90,5.0
ETWS487,ECLR848,599000,569050,5%,80,5.0
ETWS487,ECLR848,599000,569050,5%,100,5.0
ETWS409,ECLR854,649000,616550,5%,100,5.0
ETWS409,ECLR115,649000,616550,5%,100,5.0
ETWS975,ECLR095,499000,324350,35%,16,5.0
ETWS278,ECLR004,249000,249000,No Discount,30,5.0
ETWS395,ECLR684,449000,426550,5%,80,5.0
ETWS395,ECLR684,449000,426550,5%,80,5.0
ETWS591,ECLR684,499000,324350,35%,9,5.0
ETWS591,ECLR684,499000,324350,35%,9,5.0
ETWS848,ECLR004,529000,502550,5%,80,5.0
ETWS895,ECLR684,209000,192280,8%,30,5.0
ETWS895,ECLR684,209000,192280,8%,30,5.0
ETWS895,ECLR004,209000,192280,8%,60,5.0
ETWS895,ECLR100,209000,192280,8%,30,5.0
ETWS017,ECLR746,389000,272300,30%,40,4.9
ETWS017,ECLR004,389000,369550,5%,40,5.0
ETWS017,ECLR095,389000,272300,30%,23,5.0
ETWS487,ECLR848,599000,569050,5%,70,5.0
ETWS100,ECLR848,599000,551080,8%,23,5.0
ETWS808,ECLR848,729000,692550,5%,40,5.0
ETWS707,ECLR848,729000,692550,5%,30,5.0
ETWS394,ECLR115,599000,569050,5%,40,5.0
ETWS960,ECLR848,329000,312550,5%,29,5.0
ETWS756,ECLR848,329000,312550,5%,50,5.0
ETWS394,ECLR746,599000,569050,5%,40,5.0
ETWS394,ECLR095,599000,569050,5%,70,5.0
ETWS394,ECLR004,599000,569050,5%,60,5.0
ETWS263,ECLR115,449000,426550,5%,40,4.9
ETWS263,ECLR004,449000,426550,5%,90,5.0
ETWS263,ECLR095,449000,426550,5%,70,4.9
ETWS288,ECLR004,659000,626050,5%,90,4.9
ETWS827,ECLR746,429000,407550,5%,50,4.9
ETWS827,ECLR004,429000,407550,5%,100,5.0
ETWS460,ECLR004,209000,156750,25%,40,5.0
ETWS224,ECLR115,219000,208050,5%,30,5.0
ETWS224,ECLR004,219000,208050,5%,60,4.8
ETWS224,ECLR684,219000,208050,5%,50,4.9
ETWS224,ECLR684,219000,208050,5%,50,4.9
ETWS753,ECLR004,179000,170050,5%,50,5.0
ETWS753,ECLR684,179000,170050,5%,100,5.0
ETWS753,ECLR684,179000,170050,5%,100,5.0
ETWS753,ECLR115,179000,170050,5%,80,4.9
ETWS665,ECLR848,999999,999999,No Discount,14,5.0
ETWS665,ECLR848,999999,999999,No Discount,9,5.0
ETWS665,ECLR848,999999,999999,No Discount,60,4.8
ETWS616,ECLR517,219000,142350,35%,3,5.0
ETWS815,ECLR937,539000,350350,35%,9,5.0
ETWS038,ECLR937,209000,104500,50%,23,5.0
ETWS038,ECLR684,209000,209000,No Discount,13,5.0
ETWS038,ECLR684,209000,209000,No Discount,13,5.0
ETWS082,ECLR456,449000,224500,50%,19,5.0
ETWS842,ECLR848,31539100,31539100,No Discount,12,5.0
ETWS456,ECLR937,179000,89500,50%,11,5.0
ETWS130,ECLR937,479000,479000,No Discount,2,5.0
ETWS965,ECLR937,479000,479000,No Discount,10,5.0
ETWS064,ECLR307,439000,439000,No Discount,3,No Rating
ETWS383,ECLR307,119000,113050,5%,15,5.0
ETWS279,ECLR691,99000,94050,5%,8,5.0
ETWS130,ECLR821,79000,39500,50%,28,5.0
ETWS130,ECLR517,79000,79000,No Discount,10,5.0
ETWS130,ECLR307,79000,79000,No Discount,13,4.9
ETWS130,ECLR691,79000,39500,50%,4,4.0
ETWS300,ECLR456,479000,239500,50%,8,5.0
ETWS187,ECLR848,299000,149500,50%,8,5.0
ETWS555,ECLR848,209000,104500,50%,13,5.0
ETWS555,ECLR848,209000,104500,50%,12,5.0
ETWS653,ECLR821,429000,429000,No Discount,8,5.0
ETWS124,ECLR847,429000,429000,No Discount,5,5.0
ETWS124,ECLR100,429000,429000,No Discount,7,5.0
ETWS124,ECLR004,429000,429000,No Discount,15,5.0
ETWS448,ECLR848,579000,579000,No Discount,9,5.0
ETWS448,ECLR848,579000,579000,No Discount,19,5.0
ETWS347,ECLR848,699000,699000,No Discount,26,5.0
ETWS347,ECLR848,699000,699000,No Discount,27,5.0
ETWS347,ECLR848,699000,699000,No Discount,15,4.6
ETWS343,ECLR265,349000,349000,No Discount,10,5.0
ETWS343,ECLR937,349000,349000,No Discount,12,5.0
ETWS848,ECLR937,549000,274500,50%,8,5.0
ETWS268,ECLR937,169000,160550,5%,20,4.8
ETWS268,ECLR265,169000,160550,5%,22,5.0
ETWS126,ECLR848,5000,5000,No Discount,27,5.0
ETWS929,ECLR848,449000,449000,No Discount,10,5.0
ETWS929,ECLR848,449000,449000,No Discount,9,5.0
ETWS929,ECLR848,449000,449000,No Discount,10,5.0
ETWS604,ECLR848,259000,259000,No Discount,6,5.0
ETWS400,ECLR848,429000,429000,No Discount,6,5.0
ETWS400,ECLR848,429000,429000,No Discount,9,5.0
ETWS975,ECLR517,499000,499000,No Discount,5,5.0
ETWS251,ECLR746,319000,319000,No Discount,10,5.0
ETWS033,ECLR004,679000,679000,No Discount,27,5.0
ETWS164,ECLR004,299000,299000,No Discount,14,5.0
ETWS427,ECLR854,749000,749000,No Discount,9,5.0
ETWS427,ECLR004,749000,749000,No Discount,15,5.0
ETWS851,ECLR100,199000,199000,No Discount,1,No Rating
ETWS851,ECLR633,199000,199000,No Discount,3,4.0
ETWS220,ECLR633,159000,159000,No Discount,6,4.7
ETWS105,ECLR765,49000,49000,No Discount,8,5.0
ETWS361,ECLR126,149000,149000,No Discount,9,5.0
ETWS361,ECLR633,149000,149000,No Discount,3,No Rating
ETWS361,ECLR307,149000,149000,No Discount,2,5.0
ETWS219,ECLR685,309000,309000,No Discount,13,5.0
ETWS158,ECLR847,179000,179000,No Discount,23,5.0
ETWS158,ECLR685,179000,179000,No Discount,30,5.0
ETWS158,ECLR292,179000,179000,No Discount,19,4.7
ETWS158,ECLR393,179000,179000,No Discount,9,5.0
ETWS898,ECLR746,519000,519000,No Discount,5,5.0
ETWS282,ECLR685,389000,389000,No Discount,13,5.0
ETWS101,ECLR292,209000,209000,No Discount,13,5.0
ETWS101,ECLR685,209000,209000,No Discount,13,5.0
ETWS101,ECLR847,209000,209000,No Discount,7,5.0
ETWS490,ECLR115,439000,439000,No Discount,3,5.0
ETWS771,ECLR854,299000,299000,No Discount,4,5.0
ETWS919,ECLR095,429000,429000,No Discount,9,5.0
ETWS043,ECLR854,589000,589000,No Discount,22,4.9
ETWS043,ECLR095,589000,589000,No Discount,25,5.0
ETWS190,ECLR854,219000,219000,No Discount,10,4.6
ETWS069,ECLR095,219000,219000,No Discount,4,5.0
ETWS919,ECLR854,429000,429000,No Discount,12,5.0
ETWS652,ECLR102,249000,249000,No Discount,2,5.0
ETWS001,ECLR126,219000,219000,No Discount,5,5.0
ETWS689,ECLR854,499000,499000,No Discount,8,5.0
ETWS187,ECLR685,729000,729000,No Discount,30,5.0
ETWS721,ECLR684,459000,459000,No Discount,10,5.0
ETWS721,ECLR684,459000,459000,No Discount,10,5.0
ETWS721,ECLR937,459000,459000,No Discount,4,5.0
ETWS721,ECLR004,459000,459000,No Discount,17,4.8
ETWS504,ECLR685,499000,499000,No Discount,17,5.0
ETWS504,ECLR684,499000,499000,No Discount,10,5.0
ETWS504,ECLR684,499000,499000,No Discount,10,5.0
ETWS504,ECLR004,499000,499000,No Discount,23,5.0
ETWS269,ECLR100,209000,209000,No Discount,14,5.0
ETWS139,ECLR847,209000,209000,No Discount,9,5.0
ETWS197,ECLR292,499000,499000,No Discount,5,5.0
ETWS197,ECLR004,499000,499000,No Discount,60,5.0
ETWS193,ECLR607,29000,29000,No Discount,50,5.0
ETWS193,ECLR517,29000,29000,No Discount,60,5.0
ETWS193,ECLR307,29000,29000,No Discount,15,5.0
ETWS193,ECLR633,29000,29000,No Discount,30,5.0
ETWS152,ECLR607,79000,79000,No Discount,30,5.0
ETWS152,ECLR517,79000,79000,No Discount,24,5.0
ETWS162,ECLR307,79000,79000,No Discount,21,5.0
ETWS152,ECLR633,79000,79000,No Discount,13,4.8
ETWS233,ECLR937,449000,449000,No Discount,27,5.0
ETWS032,ECLR307,69000,69000,No Discount,18,5.0
ETWS032,ECLR517,69000,69000,No Discount,10,5.0
ETWS032,ECLR633,69000,69000,No Discount,21,5.0
ETWS396,ECLR969,49000,49000,No Discount,17,5.0
ETWS397,ECLR746,49000,49000,No Discount,19,4.9
ETWS396,ECLR633,49000,49000,No Discount,22,5.0
ETWS289,ECLR847,129000,129000,No Discount,9,5.0
ETWS289,ECLR292,129000,129000,No Discount,30,5.0
ETWS830,ECLR393,99000,99000,No Discount,30,5.0
ETWS402,ECLR847,209000,209000,No Discount,12,5.0
ETWS402,ECLR393,209000,209000,No Discount,16,5.0
ETWS402,ECLR685,209000,209000,No Discount,9,5.0
ETWS853,ECLR292,429000,429000,No Discount,12,5.0
ETWS209,ECLR684,429000,429000,No Discount,13,5.0
ETWS209,ECLR684,429000,429000,No Discount,13,5.0
ETWS233,ECLR685,449000,449000,No Discount,13,5.0
ETWS233,ECLR854,449000,449000,No Discount,5,5.0
ETWS406,ECLR848,199000,199000,No Discount,10,5.0
ETWS012,ECLR848,649000,649000,No Discount,3,No Rating
ETWS874,ECLR305,159000,159000,No Discount,10,5.0
ETWS874,ECLR854,159000,159000,No Discount,11,5.0
ETWS874,ECLR847,159000,159000,No Discount,2,No Rating
ETWS874,ECLR115,159000,159000,No Discount,14,5.0
ETWS394,ECLR847,599000,599000,No Discount,10,5.0
ETWS394,ECLR653,599000,599000,No Discount,7,5.0
ETWS256,ECLR848,449000,449000,No Discount,29,5.0
ETWS031,ECLR673,499000,499000,No Discount,6,5.0
ETWS031,ECLR937,499000,499000,No Discount,50,5.0
ETWS205,ECLR937,279000,279000,No Discount,17,5.0
ETWS205,ECLR100,279000,279000,No Discount,12,4.2
ETWS205,ECLR969,279000,279000,No Discount,6,5.0
ETWS205,ECLR574,279000,279000,No Discount,17,5.0
ETWS205,ECLR854,279000,279000,No Discount,10,5.0
ETWS205,ECLR004,279000,279000,No Discount,19,5.0
ETWS889,ECLR848,1499000,1499000,No Discount,4,5.0
ETWS187,ECLR685,299000,299000,No Discount,13,5.0
ETWS885,ECLR847,299000,299000,No Discount,12,5.0
ETWS083,ECLR574,479000,479000,No Discount,8,5.0
ETWS083,ECLR776,479000,479000,No Discount,14,5.0
ETWS083,ECLR848,479000,479000,No Discount,25,5.0
ETWS788,ECLR848,245000,245000,No Discount,40,5.0
