product_id,category_id,color_id,stock
ETWS690,ECAT220,ECLR780,43
ETWS690,ECAT220,ECLR699,28
ETWS690,ECAT220,ECLR004,21
ETWS690,ECAT220,ECLR919,47
ETWS883,ECAT563,ECLR919,1
ETWS883,ECAT563,ECLR456,46
ETWS509,ECAT220,ECLR684,24
ETWS509,ECAT220,ECLR780,22
ETWS509,ECAT220,ECLR919,45
ETWS513,ECAT141,ECLR780,34
ETWS513,ECAT141,ECLR596,31
ETWS309,ECAT772,ECLR684,3
ETWS309,ECAT772,ECLR456,43
ETWS309,ECAT772,ECLR126,2
ETWS069,ECAT220,ECLR754,32
ETWS069,ECAT220,ECLR126,36
ETWS069,ECAT220,ECLR004,7
ETWS735,ECAT220,ECLR684,4
ETWS735,ECAT220,ECLR919,3
ETWS735,ECAT220,ECLR754,0
ETWS735,ECAT220,ECLR813,4
ETWS735,ECAT220,ECLR126,47
ETWS735,ECAT772,ECLR848,44
ETWS957,ECAT772,ECLR848,26
ETWS846,ECAT772,ECLR848,37
ETWS143,ECAT772,ECLR848,26
ETWS143,ECAT772,ECLR848,24
ETWS289,ECAT190,ECLR596,4
ETWS289,ECAT190,ECLR937,18
ETWS289,ECAT190,ECLR699,19
ETWS289,ECAT190,ECLR653,22
ETWS818,ECAT190,ECLR653,49
ETWS818,ECAT190,ECLR937,44
ETWS818,ECAT190,ECLR596,26
ETWS818,ECAT190,ECLR699,1
ETWS665,ECAT772,ECLR848,3
ETWS413,ECAT563,ECLR596,35
ETWS899,ECAT190,ECLR699,31
ETWS899,ECAT190,ECLR937,24
ETWS416,ECAT190,ECLR596,36
ETWS088,ECAT190,ECLR937,40
ETWS416,ECAT190,ECLR699,42
ETWS497,ECAT190,ECLR699,26
ETWS497,ECAT190,ECLR004,47
ETWS603,ECAT141,ECLR821,25
ETWS603,ECAT141,ECLR596,43
ETWS975,ECAT460,ECLR095,5
ETWS684,ECAT141,ECLR821,28
ETWS684,ECAT141,ECLR854,30
ETWS616,ECAT772,ECLR100,41
ETWS616,ECAT772,ECLR937,33
ETWS471,ECAT141,ECLR854,26
ETWS471,ECAT141,ECLR456,3
ETWS471,ECAT141,ECLR821,7
ETWS205,ECAT220,ECLR821,41
ETWS205,ECAT220,ECLR699,8
ETWS881,ECAT190,ECLR307,16
ETWS881,ECAT190,ECLR456,10
ETWS881,ECAT190,ECLR600,10
ETWS881,ECAT190,ECLR004,49
ETWS696,ECAT220,ECLR684,38
ETWS696,ECAT220,ECLR004,4
ETWS613,ECAT141,ECLR854,33
ETWS613,ECAT141,ECLR456,14
ETWS798,ECAT460,ECLR937,21
ETWS798,ECAT460,ECLR684,39
ETWS627,ECAT190,ECLR821,50
ETWS627,ECAT190,ECLR095,14
ETWS627,ECAT190,ECLR854,39
ETWS627,ECAT190,ECLR004,1
ETWS409,ECAT772,ECLR307,3
ETWS409,ECAT772,ECLR004,1
ETWS409,ECAT772,ECLR821,5
ETWS409,ECAT772,ECLR685,13
ETWS082,ECAT460,ECLR307,7
ETWS939,ECAT772,ECLR004,20
ETWS939,ECAT772,ECLR746,38
ETWS303,ECAT563,ECLR821,48
ETWS303,ECAT563,ECLR307,32
ETWS303,ECAT563,ECLR691,3
ETWS303,ECAT563,ECLR517,39
ETWS361,ECAT190,ECLR456,20
ETWS361,ECAT190,ECLR600,38
ETWS361,ECAT190,ECLR691,3
ETWS361,ECAT190,ECLR004,13
ETWS673,ECAT772,ECLR004,16
ETWS673,ECAT772,ECLR821,47
ETWS673,ECAT772,ECLR517,23
ETWS673,ECAT772,ECLR307,26
ETWS533,ECAT563,ECLR517,34
ETWS533,ECAT563,ECLR691,30
ETWS456,ECAT220,ECLR691,5
ETWS456,ECAT220,ECLR517,50
ETWS564,ECAT141,ECLR937,4
ETWS564,ECAT141,ECLR685,2
ETWS330,ECAT141,ECLR821,6
ETWS330,ECAT141,ECLR456,49
ETWS330,ECAT141,ECLR848,6
ETWS501,ECAT190,ECLR456,42
ETWS501,ECAT190,ECLR600,38
ETWS501,ECAT190,ECLR004,32
ETWS130,ECAT190,ECLR307,17
ETWS130,ECAT190,ECLR004,30
ETWS965,ECAT190,ECLR307,23
ETWS647,ECAT772,ECLR596,10
ETWS647,ECAT772,ECLR699,3
ETWS383,ECAT772,ECLR854,1
ETWS383,ECAT772,ECLR937,33
ETWS383,ECAT772,ECLR456,29
ETWS575,ECAT563,ECLR821,11
ETWS575,ECAT563,ECLR517,43
ETWS575,ECAT563,ECLR307,31
ETWS575,ECAT563,ECLR691,50
ETWS043,ECAT190,ECLR848,9
ETWS043,ECAT190,ECLR821,17
ETWS043,ECAT190,ECLR456,31
ETWS279,ECAT563,ECLR821,17
ETWS279,ECAT563,ECLR517,18
ETWS279,ECAT563,ECLR307,29
ETWS805,ECAT563,ECLR848,23
ETWS805,ECAT563,ECLR848,46
ETWS805,ECAT563,ECLR848,30
ETWS805,ECAT563,ECLR848,48
ETWS697,ECAT772,ECLR517,1
ETWS697,ECAT772,ECLR600,18
ETWS697,ECAT772,ECLR456,2
ETWS697,ECAT772,ECLR004,27
ETWS200,ECAT563,ECLR307,20
ETWS200,ECAT563,ECLR685,38
ETWS200,ECAT563,ECLR854,17
ETWS300,ECAT460,ECLR854,46
ETWS441,ECAT220,ECLR848,32
ETWS441,ECAT220,ECLR848,30
ETWS441,ECAT220,ECLR848,11
ETWS441,ECAT220,ECLR848,35
ETWS441,ECAT220,ECLR848,42
ETWS441,ECAT220,ECLR848,43
ETWS441,ECAT220,ECLR848,19
ETWS893,ECAT141,ECLR305,1
ETWS893,ECAT141,ECLR004,6
ETWS267,ECAT141,ECLR821,36
ETWS267,ECAT141,ECLR004,29
ETWS448,ECAT772,ECLR848,26
ETWS448,ECAT772,ECLR848,34
ETWS448,ECAT772,ECLR848,25
ETWS547,ECAT190,ECLR848,12
ETWS547,ECAT190,ECLR848,15
ETWS848,ECAT772,ECLR265,32
ETWS848,ECAT772,ECLR456,3
ETWS669,ECAT220,ECLR265,21
ETWS669,ECAT220,ECLR456,48
ETWS455,ECAT772,ECLR854,20
ETWS455,ECAT772,ECLR685,35
ETWS400,ECAT190,ECLR848,31
ETWS901,ECAT220,ECLR653,33
ETWS901,ECAT220,ECLR684,11
ETWS901,ECAT220,ECLR854,10
ETWS901,ECAT220,ECLR004,13
ETWS251,ECAT460,ECLR115,32
ETWS251,ECAT460,ECLR854,24
ETWS251,ECAT460,ECLR004,11
ETWS164,ECAT220,ECLR854,34
ETWS718,ECAT772,ECLR684,4
ETWS718,ECAT772,ECLR633,3
ETWS477,ECAT460,ECLR102,21
ETWS477,ECAT460,ECLR776,20
ETWS541,ECAT563,ECLR292,38
ETWS541,ECAT563,ECLR095,4
ETWS541,ECAT563,ECLR854,24
ETWS158,ECAT772,ECLR004,34
ETWS592,ECAT141,ECLR684,13
ETWS068,ECAT141,ECLR937,1
ETWS560,ECAT141,ECLR004,13
ETWS868,ECAT141,ECLR115,22
ETWS700,ECAT141,ECLR937,28
ETWS053,ECAT141,ECLR004,24
ETWS101,ECAT220,ECLR095,15
ETWS101,ECAT220,ECLR100,0
ETWS101,ECAT220,ECLR937,17
ETWS674,ECAT563,ECLR746,14
ETWS674,ECAT563,ECLR004,47
ETWS674,ECAT563,ECLR685,22
ETWS674,ECAT563,ECLR115,45
ETWS094,ECAT772,ECLR653,25
ETWS186,ECAT772,ECLR854,15
ETWS959,ECAT190,ECLR854,3
ETWS317,ECAT772,ECLR004,39
ETWS830,ECAT563,ECLR115,42
ETWS830,ECAT563,ECLR746,45
ETWS830,ECAT563,ECLR095,4
ETWS402,ECAT220,ECLR095,37
ETWS402,ECAT220,ECLR937,42
ETWS402,ECAT220,ECLR004,18
ETWS305,ECAT563,ECLR095,39
ETWS885,ECAT220,ECLR004,41
ETWS288,ECAT772,ECLR937,17
ETWS288,ECAT772,ECLR684,1
ETWS442,ECAT772,ECLR684,22
ETWS442,ECAT772,ECLR937,18
ETWS439,ECAT220,ECLR115,13
ETWS835,ECAT190,ECLR937,38
ETWS620,ECAT141,ECLR574,24
ETWS161,ECAT190,ECLR115,41
ETWS805,ECAT563,ECLR095,40
ETWS805,ECAT563,ECLR100,29
ETWS985,ECAT460,ECLR653,48
ETWS985,ECAT460,ECLR937,37
ETWS985,ECAT460,ECLR004,12
ETWS497,ECAT190,ECLR115,40
ETWS362,ECAT772,ECLR633,33
ETWS362,ECAT772,ECLR746,49
ETWS827,ECAT190,ECLR937,46
ETWS439,ECAT220,ECLR095,32
ETWS471,ECAT141,ECLR653,18
ETWS205,ECAT190,ECLR004,4
ETWS582,ECAT190,ECLR854,21
ETWS582,ECAT190,ECLR100,19
ETWS975,ECAT460,ECLR004,48
ETWS149,ECAT141,ECLR004,14
ETWS885,ECAT220,ECLR095,24
ETWS251,ECAT190,ECLR095,9
ETWS960,ECAT141,ECLR848,21
ETWS265,ECAT772,ECLR848,34
ETWS487,ECAT141,ECLR848,22
ETWS487,ECAT141,ECLR848,18
ETWS409,ECAT141,ECLR854,18
ETWS409,ECAT141,ECLR115,6
ETWS975,ECAT460,ECLR095,46
ETWS278,ECAT563,ECLR004,42
ETWS395,ECAT190,ECLR684,28
ETWS591,ECAT460,ECLR684,37
ETWS848,ECAT141,ECLR004,36
ETWS895,ECAT772,ECLR684,39
ETWS895,ECAT772,ECLR004,5
ETWS895,ECAT772,ECLR100,11
ETWS017,ECAT141,ECLR746,26
ETWS017,ECAT141,ECLR004,0
ETWS017,ECAT141,ECLR095,1
ETWS487,ECAT141,ECLR848,18
ETWS100,ECAT141,ECLR848,19
ETWS808,ECAT772,ECLR848,46
ETWS707,ECAT772,ECLR848,11
ETWS394,ECAT190,ECLR115,12
ETWS960,ECAT141,ECLR848,32
ETWS756,ECAT141,ECLR848,29
ETWS394,ECAT190,ECLR746,28
ETWS394,ECAT190,ECLR095,33
ETWS394,ECAT190,ECLR004,27
ETWS263,ECAT190,ECLR115,25
ETWS263,ECAT190,ECLR004,49
ETWS263,ECAT190,ECLR095,11
ETWS288,ECAT772,ECLR004,24
ETWS827,ECAT190,ECLR746,22
ETWS827,ECAT190,ECLR004,33
ETWS460,ECAT220,ECLR004,8
ETWS224,ECAT772,ECLR115,37
ETWS224,ECAT772,ECLR004,25
ETWS224,ECAT772,ECLR684,41
ETWS753,ECAT220,ECLR004,49
ETWS753,ECAT220,ECLR684,10
ETWS753,ECAT220,ECLR115,12
ETWS665,ECAT772,ECLR848,26
ETWS665,ECAT772,ECLR848,6
ETWS665,ECAT772,ECLR848,38
ETWS616,ECAT772,ECLR517,21
ETWS815,ECAT141,ECLR937,0
ETWS038,ECAT220,ECLR937,47
ETWS038,ECAT220,ECLR684,18
ETWS082,ECAT460,ECLR456,26
ETWS842,ECAT772,ECLR848,49
ETWS456,ECAT220,ECLR937,40
ETWS130,ECAT190,ECLR937,34
ETWS965,ECAT190,ECLR937,33
ETWS064,ECAT190,ECLR307,19
ETWS383,ECAT772,ECLR307,23
ETWS279,ECAT563,ECLR691,12
ETWS130,ECAT563,ECLR821,33
ETWS130,ECAT563,ECLR517,36
ETWS130,ECAT563,ECLR307,21
ETWS130,ECAT563,ECLR691,13
ETWS300,ECAT460,ECLR456,7
ETWS187,ECAT220,ECLR848,40
ETWS555,ECAT772,ECLR848,8
ETWS555,ECAT772,ECLR848,13
ETWS653,ECAT190,ECLR821,32
ETWS124,ECAT190,ECLR847,22
ETWS124,ECAT190,ECLR100,24
ETWS124,ECAT190,ECLR004,21
ETWS448,ECAT772,ECLR848,15
ETWS448,ECAT772,ECLR848,39
ETWS347,ECAT460,ECLR848,44
ETWS347,ECAT460,ECLR848,18
ETWS347,ECAT460,ECLR848,2
ETWS343,ECAT772,ECLR265,8
ETWS343,ECAT772,ECLR937,29
ETWS848,ECAT772,ECLR937,49
ETWS268,ECAT772,ECLR937,32
ETWS268,ECAT772,ECLR265,18
ETWS126,ECAT772,ECLR848,5
ETWS929,ECAT190,ECLR848,35
ETWS929,ECAT190,ECLR848,11
ETWS929,ECAT190,ECLR848,15
ETWS604,ECAT220,ECLR848,31
ETWS400,ECAT190,ECLR848,46
ETWS400,ECAT190,ECLR848,29
ETWS975,ECAT460,ECLR517,31
ETWS251,ECAT460,ECLR746,50
ETWS033,ECAT190,ECLR004,3
ETWS164,ECAT220,ECLR004,12
ETWS427,ECAT772,ECLR854,36
ETWS427,ECAT772,ECLR004,25
ETWS851,ECAT772,ECLR100,8
ETWS851,ECAT772,ECLR633,4
ETWS220,ECAT772,ECLR633,20
ETWS105,ECAT772,ECLR765,44
ETWS361,ECAT190,ECLR126,20
ETWS361,ECAT190,ECLR633,22
ETWS361,ECAT190,ECLR307,6
ETWS219,ECAT190,ECLR685,6
ETWS158,ECAT772,ECLR847,8
ETWS158,ECAT772,ECLR685,18
ETWS158,ECAT772,ECLR292,50
ETWS158,ECAT772,ECLR393,11
ETWS898,ECAT141,ECLR746,48
ETWS282,ECAT141,ECLR685,21
ETWS101,ECAT220,ECLR292,48
ETWS101,ECAT220,ECLR685,16
ETWS101,ECAT220,ECLR847,5
ETWS490,ECAT190,ECLR115,9
ETWS771,ECAT220,ECLR854,0
ETWS919,ECAT190,ECLR095,11
ETWS043,ECAT190,ECLR854,50
ETWS043,ECAT190,ECLR095,17
ETWS190,ECAT220,ECLR854,30
ETWS069,ECAT220,ECLR095,46
ETWS919,ECAT190,ECLR854,15
ETWS652,ECAT220,ECLR102,7
ETWS001,ECAT772,ECLR126,43
ETWS689,ECAT460,ECLR854,32
ETWS187,ECAT772,ECLR685,32
ETWS721,ECAT141,ECLR684,9
ETWS721,ECAT141,ECLR937,14
ETWS721,ECAT141,ECLR004,40
ETWS504,ECAT141,ECLR685,48
ETWS504,ECAT141,ECLR684,10
ETWS504,ECAT141,ECLR004,26
ETWS269,ECAT220,ECLR100,32
ETWS139,ECAT220,ECLR847,50
ETWS197,ECAT460,ECLR292,20
ETWS197,ECAT460,ECLR004,4
ETWS193,ECAT563,ECLR607,25
ETWS193,ECAT563,ECLR517,48
ETWS193,ECAT563,ECLR307,42
ETWS193,ECAT563,ECLR633,0
ETWS152,ECAT563,ECLR607,8
ETWS152,ECAT563,ECLR517,4
ETWS162,ECAT563,ECLR307,32
ETWS152,ECAT563,ECLR633,43
ETWS233,ECAT190,ECLR937,19
ETWS032,ECAT772,ECLR307,41
ETWS032,ECAT772,ECLR517,0
ETWS032,ECAT772,ECLR633,22
ETWS396,ECAT460,ECLR969,19
ETWS397,ECAT460,ECLR746,6
ETWS396,ECAT460,ECLR633,49
ETWS289,ECAT563,ECLR847,13
ETWS289,ECAT563,ECLR292,46
ETWS830,ECAT563,ECLR393,34
ETWS402,ECAT220,ECLR847,48
ETWS402,ECAT220,ECLR393,43
ETWS402,ECAT220,ECLR685,31
ETWS853,ECAT190,ECLR292,24
ETWS209,ECAT190,ECLR684,35
ETWS233,ECAT190,ECLR685,25
ETWS233,ECAT190,ECLR854,32
ETWS406,ECAT460,ECLR848,7
ETWS012,ECAT772,ECLR848,11
ETWS874,ECAT772,ECLR305,38
ETWS874,ECAT772,ECLR854,45
ETWS874,ECAT772,ECLR847,30
ETWS874,ECAT772,ECLR115,11
ETWS394,ECAT190,ECLR847,21
ETWS394,ECAT190,ECLR653,2
ETWS256,ECAT190,ECLR848,34
ETWS031,ECAT141,ECLR673,6
ETWS031,ECAT141,ECLR937,36
ETWS205,ECAT190,ECLR937,34
ETWS205,ECAT190,ECLR100,37
ETWS205,ECAT190,ECLR969,22
ETWS205,ECAT190,ECLR574,26
ETWS205,ECAT190,ECLR854,15
ETWS205,ECAT190,ECLR004,43
ETWS889,ECAT772,ECLR848,10
ETWS187,ECAT220,ECLR685,8
ETWS885,ECAT220,ECLR847,7
ETWS083,ECAT190,ECLR574,35
ETWS083,ECAT190,ECLR776,31
ETWS083,ECAT190,ECLR848,9
ETWS788,ECAT772,ECLR848,21
ETWS283,ECAT190,ECLR095,50
ETWS283,ECAT190,ECLR115,38
ETWS283,ECAT190,ECLR746,40
ETWS118,ECAT563,ECLR937,7
ETWS073,ECAT190,ECLR305,15
ETWS073,ECAT190,ECLR004,32
ETWS073,ECAT190,ECLR100,13
ETWS363,ECAT190,ECLR115,11
ETWS363,ECAT190,ECLR746,23
ETWS439,ECAT220,ECLR292,12
ETWS883,ECAT220,ECLR746,17
ETWS883,ECAT220,ECLR102,41
ETWS883,ECAT220,ECLR776,23
ETWS883,ECAT220,ECLR004,22
ETWS620,ECAT141,ECLR673,0
ETWS161,ECAT190,ECLR292,36
ETWS161,ECAT190,ECLR685,46
ETWS084,ECAT141,ECLR685,19
ETWS618,ECAT141,ECLR937,48
ETWS805,ECAT563,ECLR847,38
ETWS805,ECAT563,ECLR685,25
ETWS335,ECAT141,ECLR633,30
ETWS786,ECAT220,ECLR004,2
ETWS460,ECAT220,ECLR292,1
ETWS460,ECAT220,ECLR685,32
ETWS534,ECAT220,ECLR847,22
ETWS534,ECAT220,ECLR292,50
ETWS534,ECAT220,ECLR393,45
ETWS534,ECAT220,ECLR004,48
ETWS114,ECAT141,ECLR763,36
ETWS638,ECAT220,ECLR393,17
ETWS827,ECAT190,ECLR685,16
ETWS786,ECAT220,ECLR684,16
ETWS600,ECAT220,ECLR004,24
ETWS600,ECAT220,ECLR684,2
ETWS386,ECAT220,ECLR684,17
ETWS386,ECAT220,ECLR004,32
ETWS016,ECAT772,ECLR848,12
ETWS017,ECAT772,ECLR848,5
ETWS871,ECAT220,ECLR100,33
ETWS450,ECAT563,ECLR854,12
ETWS403,ECAT220,ECLR847,45
ETWS885,ECAT220,ECLR517,31
ETWS506,ECAT563,ECLR633,31
ETWS391,ECAT141,ECLR004,33
ETWS391,ECAT141,ECLR115,4
ETWS391,ECAT141,ECLR100,1
ETWS391,ECAT141,ECLR393,41
ETWS554,ECAT563,ECLR004,22
ETWS089,ECAT220,ECLR004,13
ETWS220,ECAT141,ECLR004,46
ETWS654,ECAT190,ECLR004,5
ETWS334,ECAT190,ECLR848,42
ETWS574,ECAT141,ECLR004,39
ETWS409,ECAT141,ECLR393,33
ETWS823,ECAT141,ECLR004,28
ETWS263,ECAT190,ECLR854,14
ETWS287,ECAT141,ECLR100,29
ETWS287,ECAT141,ECLR305,42
ETWS114,ECAT141,ECLR100,42
ETWS114,ECAT141,ECLR305,7
ETWS114,ECAT141,ECLR684,2
ETWS669,ECAT141,ECLR115,17
ETWS669,ECAT141,ECLR854,38
ETWS570,ECAT220,ECLR848,11
ETWS570,ECAT220,ECLR492,47
ETWS570,ECAT220,ECLR305,21
ETWS035,ECAT190,ECLR746,8
ETWS506,ECAT563,ECLR102,32
ETWS506,ECAT563,ECLR307,2
ETWS817,ECAT460,ECLR848,19
ETWS817,ECAT460,ECLR115,26
ETWS570,ECAT220,ECLR607,44
ETWS570,ECAT220,ECLR746,34
ETWS532,ECAT772,ECLR969,21
ETWS031,ECAT141,ECLR746,23
ETWS157,ECAT460,ECLR746,33
ETWS010,ECAT141,ECLR517,22
ETWS533,ECAT141,ECLR746,32
ETWS035,ECAT220,ECLR095,26
ETWS118,ECAT563,ECLR848,38
ETWS146,ECAT190,ECLR848,8
ETWS603,ECAT141,ECLR393,9
ETWS617,ECAT563,ECLR393,49
ETWS617,ECAT563,ECLR684,28
ETWS617,ECAT563,ECLR763,22
ETWS617,ECAT563,ECLR004,30
ETWS617,ECAT563,ECLR100,50
ETWS487,ECAT141,ECLR848,31
ETWS095,ECAT141,ECLR633,10
ETWS017,ECAT563,ECLR633,2
ETWS862,ECAT141,ECLR633,34
ETWS528,ECAT772,ECLR115,38
ETWS528,ECAT772,ECLR746,37
ETWS403,ECAT220,ECLR004,14
ETWS949,ECAT190,ECLR126,50
ETWS157,ECAT190,ECLR004,21
ETWS949,ECAT190,ECLR633,45
ETWS157,ECAT190,ECLR102,25
ETWS818,ECAT220,ECLR305,9
ETWS818,ECAT220,ECLR854,39
ETWS818,ECAT220,ECLR969,39
ETWS818,ECAT220,ECLR393,21
ETWS818,ECAT220,ECLR115,42
ETWS774,ECAT772,ECLR848,45
ETWS455,ECAT772,ECLR746,36
ETWS455,ECAT772,ECLR004,13
ETWS242,ECAT563,ECLR115,47
ETWS242,ECAT563,ECLR969,12
ETWS242,ECAT563,ECLR393,11
ETWS271,ECAT563,ECLR854,0
ETWS271,ECAT563,ECLR100,36
ETWS271,ECAT563,ECLR969,38
ETWS669,ECAT141,ECLR746,37
ETWS669,ECAT141,ECLR004,49
ETWS669,ECAT141,ECLR305,5
ETWS669,ECAT141,ECLR095,12
ETWS403,ECAT220,ECLR746,44
ETWS016,ECAT772,ECLR848,14
ETWS367,ECAT190,ECLR633,17
ETWS582,ECAT190,ECLR393,3
ETWS812,ECAT772,ECLR848,12
ETWS986,ECAT220,ECLR776,5
ETWS242,ECAT563,ECLR854,14
ETWS634,ECAT190,ECLR746,7
ETWS571,ECAT563,ECLR684,28
ETWS571,ECAT563,ECLR100,39
ETWS808,ECAT772,ECLR848,5
ETWS808,ECAT772,ECLR848,43
ETWS144,ECAT772,ECLR848,4
ETWS136,ECAT772,ECLR848,22
ETWS188,ECAT563,ECLR969,15
ETWS188,ECAT563,ECLR307,4
ETWS188,ECAT563,ECLR517,32
ETWS188,ECAT563,ECLR633,31
ETWS251,ECAT190,ECLR854,18
ETWS871,ECAT220,ECLR115,15
ETWS388,ECAT220,ECLR813,14
ETWS388,ECAT220,ECLR848,27
ETWS487,ECAT141,ECLR848,49
ETWS003,ECAT772,ECLR848,26
ETWS236,ECAT141,ECLR102,30
ETWS236,ECAT141,ECLR004,32
ETWS236,ECAT141,ECLR746,16
ETWS591,ECAT460,ECLR102,24
ETWS450,ECAT563,ECLR115,3
ETWS686,ECAT563,ECLR307,16
ETWS686,ECAT563,ECLR633,20
ETWS686,ECAT563,ECLR517,6
ETWS686,ECAT563,ECLR969,2
ETWS157,ECAT460,ECLR517,23
ETWS157,ECAT460,ECLR633,6
ETWS157,ECAT460,ECLR776,14
ETWS157,ECAT460,ECLR004,39
ETWS099,ECAT772,ECLR848,17
ETWS947,ECAT772,ECLR848,15
ETWS779,ECAT772,ECLR848,35
ETWS571,ECAT563,ECLR854,37
ETWS571,ECAT563,ECLR115,17
ETWS304,ECAT563,ECLR969,10
ETWS304,ECAT563,ECLR307,31
ETWS304,ECAT563,ECLR633,43
ETWS304,ECAT563,ECLR517,48
ETWS139,ECAT563,ECLR633,38
ETWS041,ECAT772,ECLR307,4
ETWS253,ECAT190,ECLR126,32
ETWS732,ECAT190,ECLR633,24
ETWS732,ECAT190,ECLR776,23
ETWS271,ECAT563,ECLR393,50
ETWS587,ECAT772,ECLR765,13
ETWS035,ECAT190,ECLR004,49
ETWS504,ECAT220,ECLR095,4
ETWS504,ECAT220,ECLR305,23
ETWS696,ECAT220,ECLR305,24
ETWS696,ECAT220,ECLR776,38
ETWS696,ECAT220,ECLR854,37
ETWS887,ECAT563,ECLR763,38
ETWS887,ECAT563,ECLR115,49
ETWS887,ECAT563,ECLR813,31
ETWS672,ECAT190,ECLR848,2
ETWS620,ECAT460,ECLR848,29
ETWS984,ECAT190,ECLR848,37
ETWS984,ECAT190,ECLR848,15
ETWS242,ECAT563,ECLR305,29
ETWS862,ECAT141,ECLR307,15
ETWS395,ECAT190,ECLR574,1
ETWS562,ECAT190,ECLR848,35
ETWS504,ECAT772,ECLR746,37
ETWS889,ECAT190,ECLR848,4
ETWS871,ECAT190,ECLR848,27
ETWS255,ECAT190,ECLR848,45
ETWS063,ECAT141,ECLR765,44
ETWS455,ECAT772,ECLR848,17
ETWS354,ECAT772,ECLR305,20
ETWS596,ECAT772,ECLR765,49
ETWS669,ECAT460,ECLR765,44
ETWS895,ECAT772,ECLR763,38
ETWS035,ECAT190,ECLR848,34
ETWS496,ECAT190,ECLR848,39
ETWS031,ECAT141,ECLR004,33
ETWS848,ECAT141,ECLR684,19
ETWS848,ECAT141,ECLR763,32
ETWS848,ECAT141,ECLR746,6
ETWS857,ECAT190,ECLR305,22
ETWS857,ECAT190,ECLR746,47
ETWS857,ECAT190,ECLR095,11
ETWS029,ECAT772,ECLR848,49
ETWS926,ECAT190,ECLR746,30
ETWS892,ECAT141,ECLR393,19
ETWS892,ECAT141,ECLR746,13
ETWS892,ECAT141,ECLR004,19
ETWS228,ECAT563,ECLR100,11
ETWS394,ECAT190,ECLR393,7
ETWS394,ECAT190,ECLR574,12
ETWS756,ECAT141,ECLR100,14
ETWS756,ECAT141,ECLR848,6
ETWS756,ECAT141,ECLR848,28
ETWS394,ECAT190,ECLR126,4
ETWS945,ECAT190,ECLR848,50
ETWS945,ECAT190,ECLR848,17
ETWS945,ECAT190,ECLR848,26
ETWS945,ECAT190,ECLR848,3
ETWS897,ECAT772,ECLR095,29
ETWS263,ECAT190,ECLR969,2
ETWS263,ECAT190,ECLR848,18
ETWS897,ECAT772,ECLR305,40
