order_id,reviewer_id,product_id,review_text,rating,review_date
ORDT768819,CSTM02274,ETWS774,"Warnanya cantik, persis seperti di foto.",5.0,2024-07-02
ORDT484373,CSTM63369,ETWS158,Tasnya sangat bagus dan kuat!,3.5,2025-01-27
ORDT715628,CSTM71431,ETWS653,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.0,2025-01-08
ORDT715628,CSTM71431,ETWS014,"Warnanya cantik, persis seperti di foto.",1.5,2025-01-08
ORDT997118,CSTM58315,ETWS256,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.0,2025-02-07
ORDT997118,CSTM58315,ETWS053,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2024-12-30
ORDT712406,CSTM91588,ETWS528,"Modelnya trendi, saya suka!",2.0,2025-01-15
ORDT838518,CSTM76837,ETWS187,Pengiriman cepat dan kemasannya rapi!,4.0,2025-01-27
ORDT838518,CSTM76837,ETWS064,Pengiriman cepat dan kemasannya rapi!,3.0,2025-02-20
ORDT133197,CSTM63658,ETWS480,"Ukuran sesuai deskripsi, bisa muat banyak barang.",3.5,2024-08-11
ORDT934001,CSTM35141,ETWS220,"Lumayan, tapi kualitas tali kurang kuat.",1.5,2025-02-14
ORDT549409,CSTM24028,ETWS753,"Lumayan, tapi kualitas tali kurang kuat.",3.5,2024-12-22
ORDT294902,CSTM01108,ETWS592,"Ukuran sesuai deskripsi, bisa muat banyak barang.",2.5,2025-02-27
ORDT294902,CSTM01108,ETWS317,"Modelnya trendi, saya suka!",4.0,2025-03-06
ORDT881205,CSTM91887,ETWS707,"Warnanya cantik, persis seperti di foto.",2.0,2024-11-13
ORDT236769,CSTM45072,ETWS771,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.0,2025-02-23
ORDT920825,CSTM36655,ETWS843,"Warnanya cantik, persis seperti di foto.",1.5,2025-03-25
ORDT920825,CSTM36655,ETWS929,"Modelnya trendi, saya suka!",4.0,2024-04-07
ORDT920825,CSTM36655,ETWS386,Pengiriman cepat dan kemasannya rapi!,4.5,2025-03-10
ORDT272263,CSTM46166,ETWS153,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.5,2024-05-17
ORDT342113,CSTM98482,ETWS265,"Ukuran sesuai deskripsi, bisa muat banyak barang.",1.5,2025-03-20
ORDT342113,CSTM98482,ETWS144,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2025-02-21
ORDT370943,CSTM32495,ETWS965,"Bagus, tapi harap diperhatikan kualitas resletingnya.",3.0,2025-03-26
ORDT370943,CSTM32495,ETWS144,"Lumayan, tapi kualitas tali kurang kuat.",5.0,2025-02-08
ORDT370943,CSTM32495,ETWS409,Pengiriman cepat dan kemasannya rapi!,2.0,2025-03-01
ORDT493116,CSTM08535,ETWS634,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.5,2024-10-02
ORDT759464,CSTM25514,ETWS700,Tasnya sangat bagus dan kuat!,3.0,2024-02-20
ORDT759464,CSTM25514,ETWS158,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.0,2024-05-07
ORDT759464,CSTM25514,ETWS550,"Ukuran sesuai deskripsi, bisa muat banyak barang.",3.0,2024-04-22
ORDT937457,CSTM52132,ETWS158,Tasnya sangat bagus dan kuat!,2.5,2025-01-18
ORDT937457,CSTM52132,ETWS513,"Modelnya trendi, saya suka!",3.5,2025-01-23
ORDT178830,CSTM68534,ETWS149,"Warnanya cantik, persis seperti di foto.",4.0,2024-10-30
ORDT891728,CSTM92341,ETWS570,Pengiriman cepat dan kemasannya rapi!,3.5,2024-09-07
ORDT891728,CSTM92341,ETWS442,Pengiriman cepat dan kemasannya rapi!,5.0,2024-08-25
ORDT206990,CSTM86057,ETWS114,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.5,2025-02-18
ORDT206990,CSTM86057,ETWS197,"Modelnya trendi, saya suka!",4.5,2025-01-19
ORDT398220,CSTM04258,ETWS640,"Bahan berkualitas, jahitan rapi. Sangat puas!",5.0,2024-12-26
ORDT046907,CSTM01340,ETWS309,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2024-11-11
ORDT046907,CSTM01340,ETWS604,"Warnanya cantik, persis seperti di foto.",2.5,2024-11-14
ORDT477591,CSTM63940,ETWS561,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2025-03-23
ORDT477591,CSTM63940,ETWS689,Tasnya sangat bagus dan kuat!,3.0,2025-03-12
ORDT443867,CSTM73745,ETWS830,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.0,2024-10-10
ORDT292306,CSTM46934,ETWS403,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.5,2024-09-26
ORDT292306,CSTM46934,ETWS164,"Harga sesuai dengan kualitas, tidak mengecewakan.",5.0,2024-06-25
ORDT292306,CSTM46934,ETWS823,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.0,2025-02-15
ORDT234615,CSTM81401,ETWS017,"Lumayan, tapi kualitas tali kurang kuat.",3.5,2025-02-21
ORDT234615,CSTM81401,ETWS570,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.0,2024-11-29
ORDT234615,CSTM81401,ETWS848,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2024-12-11
ORDT107618,CSTM73155,ETWS014,Tasnya sangat bagus dan kuat!,4.0,2025-02-09
ORDT107618,CSTM73155,ETWS734,"Harga sesuai dengan kualitas, tidak mengecewakan.",2.5,2025-03-11
ORDT107618,CSTM73155,ETWS652,"Ukuran sesuai deskripsi, bisa muat banyak barang.",2.0,2025-02-20
ORDT838938,CSTM18811,ETWS193,"Modelnya trendi, saya suka!",1.5,2024-09-08
ORDT838938,CSTM18811,ETWS862,"Bagus, tapi harap diperhatikan kualitas resletingnya.",3.5,2024-08-18
ORDT888655,CSTM74718,ETWS985,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.5,2025-01-31
ORDT888655,CSTM74718,ETWS193,"Harga sesuai dengan kualitas, tidak mengecewakan.",2.0,2025-01-28
ORDT107356,CSTM37912,ETWS679,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2024-06-09
ORDT107356,CSTM37912,ETWS755,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2024-06-16
ORDT107356,CSTM37912,ETWS416,Tasnya sangat bagus dan kuat!,2.5,2024-08-19
ORDT828996,CSTM64200,ETWS679,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.5,2024-07-20
ORDT828996,CSTM64200,ETWS402,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.5,2024-03-18
ORDT828996,CSTM64200,ETWS114,Tasnya sangat bagus dan kuat!,2.5,2024-04-27
ORDT107833,CSTM85997,ETWS618,Tasnya sangat bagus dan kuat!,1.0,2025-02-20
ORDT523045,CSTM96209,ETWS876,"Bagus, tapi harap diperhatikan kualitas resletingnya.",2.5,2024-10-19
ORDT523045,CSTM96209,ETWS254,"Warnanya cantik, persis seperti di foto.",2.5,2025-01-21
ORDT523045,CSTM96209,ETWS436,"Warnanya cantik, persis seperti di foto.",4.5,2024-11-03
ORDT259295,CSTM20453,ETWS827,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2025-01-31
ORDT259295,CSTM20453,ETWS722,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.0,2025-01-31
ORDT834015,CSTM60792,ETWS748,Pengiriman cepat dan kemasannya rapi!,1.5,2025-02-21
ORDT834015,CSTM60792,ETWS591,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.5,2025-03-20
ORDT834015,CSTM60792,ETWS035,"Lumayan, tapi kualitas tali kurang kuat.",4.5,2025-03-01
ORDT403137,CSTM24749,ETWS721,Tasnya sangat bagus dan kuat!,3.0,2024-11-15
ORDT429175,CSTM27859,ETWS031,"Lumayan, tapi kualitas tali kurang kuat.",3.5,2025-03-01
ORDT429175,CSTM27859,ETWS853,"Modelnya trendi, saya suka!",4.0,2025-01-08
ORDT429175,CSTM27859,ETWS673,Pengiriman cepat dan kemasannya rapi!,2.0,2025-01-10
ORDT361614,CSTM26235,ETWS158,Tasnya sangat bagus dan kuat!,4.0,2025-01-23
ORDT361614,CSTM26235,ETWS708,"Modelnya trendi, saya suka!",4.0,2025-03-07
ORDT726201,CSTM31100,ETWS871,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.5,2024-11-24
ORDT262277,CSTM64656,ETWS014,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.5,2025-01-05
ORDT262277,CSTM64656,ETWS057,Tasnya sangat bagus dan kuat!,2.0,2024-12-05
ORDT718421,CSTM09944,ETWS347,"Modelnya trendi, saya suka!",2.5,2025-02-24
ORDT718421,CSTM09944,ETWS616,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.5,2024-05-03
ORDT718421,CSTM09944,ETWS555,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.0,2025-03-19
ORDT148471,CSTM81554,ETWS892,Tasnya sangat bagus dan kuat!,3.0,2025-03-18
ORDT125871,CSTM00666,ETWS665,"Lumayan, tapi kualitas tali kurang kuat.",3.5,2025-02-05
ORDT125871,CSTM00666,ETWS893,"Lumayan, tapi kualitas tali kurang kuat.",2.5,2025-03-16
ORDT125871,CSTM00666,ETWS335,"Ukuran sesuai deskripsi, bisa muat banyak barang.",1.0,2025-03-21
ORDT005617,CSTM69691,ETWS700,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.0,2025-01-17
ORDT005617,CSTM69691,ETWS591,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.5,2025-03-19
ORDT285312,CSTM84800,ETWS786,Pengiriman cepat dan kemasannya rapi!,3.5,2024-10-05
ORDT281689,CSTM27678,ETWS986,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2024-10-19
ORDT335221,CSTM92257,ETWS406,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2025-02-10
ORDT335221,CSTM92257,ETWS845,"Warnanya cantik, persis seperti di foto.",4.5,2025-03-05
ORDT335221,CSTM92257,ETWS362,"Warnanya cantik, persis seperti di foto.",1.0,2025-01-27
ORDT431520,CSTM80765,ETWS889,"Bagus, tapi harap diperhatikan kualitas resletingnya.",2.5,2024-12-10
ORDT431520,CSTM80765,ETWS400,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.0,2024-12-02
ORDT431520,CSTM80765,ETWS707,"Warnanya cantik, persis seperti di foto.",3.5,2024-11-27
ORDT836875,CSTM80223,ETWS672,"Warnanya cantik, persis seperti di foto.",2.5,2024-07-04
ORDT836875,CSTM80223,ETWS883,Pengiriman cepat dan kemasannya rapi!,1.0,2024-08-16
ORDT890240,CSTM23747,ETWS901,"Warnanya cantik, persis seperti di foto.",3.0,2025-01-21
ORDT890240,CSTM23747,ETWS442,Tasnya sangat bagus dan kuat!,3.0,2025-02-27
ORDT890240,CSTM23747,ETWS791,"Lumayan, tapi kualitas tali kurang kuat.",2.0,2025-03-17
ORDT991305,CSTM77864,ETWS555,"Warnanya cantik, persis seperti di foto.",4.5,2024-08-29
ORDT991305,CSTM77864,ETWS105,"Bagus, tapi harap diperhatikan kualitas resletingnya.",5.0,2025-03-08
ORDT991305,CSTM77864,ETWS456,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.5,2024-07-20
ORDT613270,CSTM01210,ETWS162,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.0,2025-02-27
ORDT928813,CSTM84733,ETWS300,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.5,2024-05-31
ORDT719495,CSTM99370,ETWS219,"Ukuran sesuai deskripsi, bisa muat banyak barang.",5.0,2025-03-08
ORDT419001,CSTM26995,ETWS519,"Lumayan, tapi kualitas tali kurang kuat.",4.0,2025-03-29
ORDT551103,CSTM28388,ETWS471,"Warnanya cantik, persis seperti di foto.",3.5,2025-02-08
ORDT758523,CSTM05331,ETWS647,"Bagus, tapi harap diperhatikan kualitas resletingnya.",2.5,2024-11-21
ORDT370536,CSTM19110,ETWS734,"Harga sesuai dengan kualitas, tidak mengecewakan.",2.5,2024-12-19
ORDT976218,CSTM87753,ETWS334,"Bagus, tapi harap diperhatikan kualitas resletingnya.",4.5,2025-03-15
ORDT976218,CSTM87753,ETWS197,"Bagus, tapi harap diperhatikan kualitas resletingnya.",3.0,2024-12-24
ORDT665305,CSTM67330,ETWS686,Pengiriman cepat dan kemasannya rapi!,4.5,2024-12-27
ORDT431063,CSTM23672,ETWS253,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.0,2024-11-15
ORDT431063,CSTM23672,ETWS190,"Bahan berkualitas, jahitan rapi. Sangat puas!",1.5,2024-11-12
ORDT191349,CSTM92651,ETWS263,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.0,2024-09-01
ORDT191349,CSTM92651,ETWS808,"Warnanya cantik, persis seperti di foto.",4.5,2024-09-16
ORDT075875,CSTM76787,ETWS258,Pengiriman cepat dan kemasannya rapi!,3.5,2024-08-24
ORDT075875,CSTM76787,ETWS450,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.0,2024-04-24
ORDT075875,CSTM76787,ETWS010,"Warnanya cantik, persis seperti di foto.",4.0,2024-10-17
ORDT066941,CSTM53782,ETWS959,"Modelnya trendi, saya suka!",4.0,2024-07-25
ORDT066941,CSTM53782,ETWS224,"Modelnya trendi, saya suka!",3.5,2025-03-28
ORDT190673,CSTM92234,ETWS317,Pengiriman cepat dan kemasannya rapi!,4.5,2024-11-19
ORDT190673,CSTM92234,ETWS600,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.5,2024-05-17
ORDT190673,CSTM92234,ETWS718,"Warnanya cantik, persis seperti di foto.",3.5,2024-06-02
ORDT284453,CSTM23195,ETWS396,"Harga sesuai dengan kualitas, tidak mengecewakan.",1.5,2024-07-20
ORDT284453,CSTM23195,ETWS305,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.0,2024-06-08
ORDT284453,CSTM23195,ETWS094,"Lumayan, tapi kualitas tali kurang kuat.",4.5,2025-03-05
ORDT602598,CSTM72330,ETWS853,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.5,2024-08-15
ORDT602598,CSTM72330,ETWS640,"Modelnya trendi, saya suka!",2.0,2024-12-09
ORDT490112,CSTM06092,ETWS038,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.5,2024-12-24
ORDT490112,CSTM06092,ETWS850,"Harga sesuai dengan kualitas, tidak mengecewakan.",4.5,2025-03-14
ORDT246665,CSTM80608,ETWS460,Pengiriman cepat dan kemasannya rapi!,4.5,2025-01-06
ORDT246665,CSTM80608,ETWS823,Pengiriman cepat dan kemasannya rapi!,4.0,2024-07-31
ORDT124027,CSTM98395,ETWS638,"Ukuran sesuai deskripsi, bisa muat banyak barang.",3.5,2024-11-21
ORDT990720,CSTM70397,ETWS871,"Lumayan, tapi kualitas tali kurang kuat.",2.5,2025-02-04
ORDT570726,CSTM52594,ETWS236,"Lumayan, tapi kualitas tali kurang kuat.",4.5,2024-12-02
ORDT570726,CSTM52594,ETWS718,Tasnya sangat bagus dan kuat!,3.0,2024-12-10
ORDT570726,CSTM52594,ETWS673,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.0,2025-03-06
ORDT908209,CSTM24764,ETWS444,"Modelnya trendi, saya suka!",4.0,2024-12-13
ORDT908209,CSTM24764,ETWS617,"Lumayan, tapi kualitas tali kurang kuat.",1.0,2024-12-20
ORDT908209,CSTM24764,ETWS035,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",1.0,2025-02-20
ORDT454913,CSTM77006,ETWS722,Tasnya sangat bagus dan kuat!,2.5,2025-02-28
ORDT454913,CSTM77006,ETWS477,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2025-03-09
ORDT454913,CSTM77006,ETWS158,Pengiriman cepat dan kemasannya rapi!,1.0,2025-03-20
ORDT768250,CSTM15376,ETWS124,"Lumayan, tapi kualitas tali kurang kuat.",2.0,2025-03-24
ORDT768250,CSTM15376,ETWS913,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.5,2025-03-04
ORDT768250,CSTM15376,ETWS721,"Warnanya cantik, persis seperti di foto.",3.5,2025-03-15
ORDT991558,CSTM70273,ETWS591,"Harga sesuai dengan kualitas, tidak mengecewakan.",2.0,2024-11-20
ORDT991558,CSTM70273,ETWS043,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2025-03-20
ORDT991558,CSTM70273,ETWS186,"Ukuran sesuai deskripsi, bisa muat banyak barang.",2.5,2025-01-13
ORDT566391,CSTM02624,ETWS101,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.5,2025-02-26
ORDT566391,CSTM02624,ETWS897,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.0,2025-01-27
ORDT706221,CSTM17933,ETWS818,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.5,2024-12-10
ORDT706221,CSTM17933,ETWS441,"Warnanya cantik, persis seperti di foto.",4.5,2024-10-30
ORDT706221,CSTM17933,ETWS190,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.5,2024-12-09
ORDT454580,CSTM94868,ETWS928,"Warnanya cantik, persis seperti di foto.",4.5,2024-08-19
ORDT454580,CSTM94868,ETWS881,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2024-12-17
ORDT454580,CSTM94868,ETWS815,"Harga sesuai dengan kualitas, tidak mengecewakan.",3.5,2025-03-09
ORDT326838,CSTM05165,ETWS439,"Lumayan, tapi kualitas tali kurang kuat.",1.5,2025-02-05
ORDT326838,CSTM05165,ETWS564,"Harga sesuai dengan kualitas, tidak mengecewakan.",2.5,2025-01-18
ORDT326838,CSTM05165,ETWS143,"Ukuran sesuai deskripsi, bisa muat banyak barang.",4.0,2025-01-18
ORDT832390,CSTM62210,ETWS063,"Harga sesuai dengan kualitas, tidak mengecewakan.",1.0,2025-02-04
ORDT407521,CSTM46468,ETWS604,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.0,2024-12-20
ORDT837667,CSTM37679,ETWS812,Tasnya sangat bagus dan kuat!,4.0,2024-11-23
ORDT434079,CSTM21954,ETWS497,Tasnya sangat bagus dan kuat!,4.5,2025-03-08
ORDT434079,CSTM21954,ETWS898,Tasnya sangat bagus dan kuat!,3.5,2024-12-17
ORDT694954,CSTM75813,ETWS161,"Warnanya cantik, persis seperti di foto.",5.0,2024-06-27
ORDT694954,CSTM75813,ETWS547,Tasnya sangat bagus dan kuat!,2.5,2024-08-17
ORDT694954,CSTM75813,ETWS490,"Lumayan, tapi kualitas tali kurang kuat.",2.5,2024-10-05
ORDT066520,CSTM30035,ETWS696,Pengiriman cepat dan kemasannya rapi!,2.0,2024-11-08
ORDT066520,CSTM30035,ETWS613,"Harga sesuai dengan kualitas, tidak mengecewakan.",1.5,2025-02-03
ORDT772427,CSTM61743,ETWS893,"Ukuran sesuai deskripsi, bisa muat banyak barang.",3.0,2024-12-24
ORDT772427,CSTM61743,ETWS354,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.5,2024-12-28
ORDT955782,CSTM11845,ETWS722,"Modelnya trendi, saya suka!",1.5,2025-03-07
ORDT955782,CSTM11845,ETWS928,"Modelnya trendi, saya suka!",2.5,2024-12-24
ORDT788937,CSTM87453,ETWS808,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",3.5,2024-09-09
ORDT788937,CSTM87453,ETWS959,"Warnanya cantik, persis seperti di foto.",2.0,2025-03-27
ORDT788937,CSTM87453,ETWS254,"Lumayan, tapi kualitas tali kurang kuat.",4.5,2025-02-24
ORDT565778,CSTM20860,ETWS945,"Bagus, tapi harap diperhatikan kualitas resletingnya.",1.5,2024-09-12
ORDT565778,CSTM20860,ETWS985,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.5,2024-07-08
ORDT232929,CSTM18226,ETWS652,"Modelnya trendi, saya suka!",2.0,2024-09-09
ORDT232929,CSTM18226,ETWS267,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",2.0,2024-10-08
ORDT232929,CSTM18226,ETWS889,"Bahan berkualitas, jahitan rapi. Sangat puas!",4.5,2024-12-26
ORDT418364,CSTM25913,ETWS402,"Bahan berkualitas, jahitan rapi. Sangat puas!",3.0,2025-02-02
ORDT418364,CSTM25913,ETWS582,"Warnanya cantik, persis seperti di foto.",5.0,2025-02-06
ORDT421217,CSTM68639,ETWS582,"Bagus, tapi harap diperhatikan kualitas resletingnya.",3.0,2024-04-20
ORDT421217,CSTM68639,ETWS396,"Warnanya cantik, persis seperti di foto.",3.0,2024-08-03
ORDT421217,CSTM68639,ETWS827,"Lumayan, tapi kualitas tali kurang kuat.",4.5,2024-04-23
ORDT394862,CSTM74501,ETWS734,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.5,2024-09-14
ORDT252346,CSTM83888,ETWS063,"Harga sesuai dengan kualitas, tidak mengecewakan.",5.0,2024-12-07
ORDT252346,CSTM83888,ETWS362,"Modelnya trendi, saya suka!",4.5,2024-11-01
ORDT252346,CSTM83888,ETWS673,"Bagus, tapi harap diperhatikan kualitas resletingnya.",2.5,2024-10-05
ORDT325783,CSTM71088,ETWS533,Tasnya sangat bagus dan kuat!,4.0,2024-10-19
ORDT731778,CSTM70231,ETWS684,Tasnya sangat bagus dan kuat!,3.5,2024-11-22
ORDT731778,CSTM70231,ETWS032,"Harga sesuai dengan kualitas, tidak mengecewakan.",1.0,2025-01-26
ORDT922000,CSTM98856,ETWS673,"Tasnya nyaman dipakai, cocok untuk sehari-hari.",4.5,2025-03-21
ORDT922000,CSTM98856,ETWS846,"Bahan berkualitas, jahitan rapi. Sangat puas!",2.5,2024-09-27
ORDT922000,CSTM98856,ETWS506,Tasnya sangat bagus dan kuat!,2.0,2024-08-23
